,KE0 0,KE0 1,KE0 10,KE0 11,KE0 12,KE0 2,KE0 3,KE0 4,KE0 5,KE0 6,KE0 7,KE0 8,KE0 9,KE1 0,KE2 0
57,-116.56253614424998,-51.201233410849916,-22.96579790786407,67.09219471956881,-25.208484977286833,132.85726561578912,-65.98886825705074,228.68217429176877,-13.080907201840176,-10.770104993311842,0.609508566997373,-79.48296301386443,-43.980247264629185,4.2365400076960213e-10,2.36795472119411e-09
58,-125.47117287749339,-46.92762679798743,-22.272856109206835,75.4188889523764,-24.895472099432805,113.20551104097079,-66.54208645834414,148.71131557400366,-0.9733313311653402,-6.35420161610937,87.56006915589712,-86.93359189093177,-44.52544550447285,1.3390035746851936e-09,3.201934717367294e-09
59,-121.62651735623896,-39.50283452808203,-19.68904313540421,21.21688929695261,-22.303386721815887,157.12127585998803,-60.88242328606474,75.0155494279129,7.954692529457487,-1.9634393278385902,130.78712970597664,-84.44394352502073,-41.68394888701874,1.2303189578233287e-09,4.759787231023438e-09
60,-123.9783461225987,-44.22156993023349,-21.30826848558785,65.3242976732442,-23.99960340894225,129.34837732034265,-64.90633237957505,124.38416040294764,-5.203358192880509,-5.591481824621849,101.71120442439727,-86.58540043036946,-44.973678988965105,1.3239969121059403e-09,4.743989201472232e-09
61,-129.69484610499345,-24.6561740177262,-26.661388834674675,74.46990352936776,-29.37102230023695,58.23538904730226,-77.51077204909285,346.5927597947497,-27.611206782520785,-13.559658002639047,2.008846803673606,-97.75905851467763,-54.48277253656991,1.3105818652547896e-09,1.615717337699607e-09
62,-122.78798189745203,-49.656737187944024,-24.352271795143697,68.09571877330508,-26.710594655225673,79.65645042572777,-69.9821963438367,313.59308645433504,-16.332623166082353,-11.123506774104998,-6.794425819827475,-84.61408280708608,-48.990835187071184,5.22277332493104e-10,8.146727736857429e-10
63,-100.43480240128606,-42.63044529275552,-19.921520304168205,43.76299758712719,-21.774567446746026,224.78018236491437,-57.05037860055001,103.93943421149817,-11.061576789777071,-8.98382373107881,-5.310284143229073,-65.77865417552482,-39.53656126062374,-4.666844688472338e-11,7.894840337030473e-10
64,-98.28203215613108,-43.089578771307046,-19.494510332288016,40.782580479351196,-21.37324266452736,235.32614521092302,-55.82753087896364,100.14024550303498,-18.357624370033335,-10.04321640465234,-5.693216688253479,-64.81767948116658,-39.2703394315095,4.6003378884051926e-10,8.362661674254923e-10
65,-116.48418430536871,-51.07967260837591,-22.8772098929884,66.53110011914036,-25.127323483083178,133.37033277290107,-65.81595181678206,243.3858769882759,-25.131276725347544,-11.768146680858685,0.6141843790934942,-79.15364073173579,-46.4640879982388,5.661604518536478e-11,7.550866598649009e-10
66,-125.0780285682122,-47.08448880207054,-21.997088629248296,74.4770113747259,-24.464856668432965,101.82978736910621,-66.16754868357053,201.95922982203993,-9.374309554337897,-6.52811629925191,58.848212132241656,-87.70908918248561,-48.71071427091816,1.4547367754857987e-09,2.411567834315065e-09
67,-121.69975438286315,-40.18063054510779,-20.212584301301124,59.054806826060585,-22.311357421188138,127.9467074014441,-61.23124611770039,113.50848447989789,2.6909154163796045,-2.5092158484073335,94.05091823245776,-84.86616847995226,-44.24087521162608,2.672777554835193e-09,3.9835104104213315e-09
68,-124.08254673431395,-45.34678853555921,-21.983461833123688,73.40068512505138,-24.16381273257135,113.85575031109899,-64.67434634466562,153.776254099656,-9.75017775905181,-5.340091196318581,87.29452338578032,-87.1091243718345,-45.87686336894995,1.7408865460311063e-09,3.5512215390554047e-09
69,-131.25468078627583,-7.867858318736383,-26.89132462914295,73.60593677587458,-29.49241182052832,52.545152595202055,-77.48253721988156,347.2859934426711,-34.146336863488486,-14.015169288795942,1.1006193384913063,-98.55127515589213,-54.83610804613461,2.1867663235752843e-09,7.808296231814893e-10
70,-122.68662532096043,-49.46249954995538,-24.419594444102312,70.75776097493205,-26.66027489866221,73.49642993512869,-69.94620001499902,334.03766354601606,-28.241152468257972,-12.405726396165278,-9.60339391048351,-85.56525277768934,-49.30113465839563,1.2369127944111824e-10,1.752198386384407e-11
71,-100.44461182460847,-41.76116529556701,-19.923465272602858,56.93148294285104,-21.79463741023564,199.79069263320253,-57.05595030121156,128.39958044497152,-19.640080895088538,-9.652758282905223,-7.817802505835351,-66.89684644491771,-40.134437773007186,-2.759747985692229e-10,-1.4658496638730867e-11
72,-98.2820317045089,-42.49682858075864,-19.494509892798845,49.73428217367118,-21.373242208249508,215.55805523657057,-55.82753044109323,111.8223356881505,-19.202156712376304,-9.663890729132376,-7.649482667165604,-63.85466112180299,-39.27033902642815,4.6009063225938007e-10,3.9115377603593515e-11
73,-116.56318176453559,-50.68341384618586,-22.928002864533486,67.45698907074114,-25.0628647315527,107.93863989676115,-65.58061807878448,267.07089442698646,-21.541397311446097,-10.972783662425245,-1.8661125299569261,-81.42030813581252,-45.84784045126802,8.770939530222677e-11,7.591154371766606e-10
74,-124.71748473146747,-46.039054851923645,-21.949319171668076,76.96763892825155,-24.17577654703738,99.27882564548226,-64.50485924125233,158.179787765034,-3.6061950961304903,-5.256508411910502,89.35268141472716,-87.83809283584827,-45.69164282174047,8.272991181001998e-10,3.991598163111121e-09
75,-120.98823005700552,-39.72201067306467,-19.618197330879294,23.83768483046515,-21.977708292985596,142.42972441628774,-60.18476343361185,75.3051951044679,6.9446014122554995,-1.3810225269567675,141.92367313526108,-84.11545350747153,-42.45349303060894,2.0945662981830537e-09,3.981782903395015e-09
76,-123.96418504567673,-44.04944546018025,-21.464033550366533,72.76827538586107,-23.90269120039301,130.89776747552762,-64.80573509763184,118.52901741450086,-7.440657290829303,-5.433297667621128,100.16067281727503,-86.50016891239875,-44.7955188206877,1.8183072825195268e-09,3.952857596800641e-09
