,39+3
1239,-37.15068262688686
1240,-39.74958904251466
1241,-36.95535273272434
1242,-92.06767453153938
1243,-63.16443284822423
1244,-21.46325022427961
1245,12.132539472204286
1246,-12.97014653082245
1247,-38.83597076197543
1248,-27.242493258412143
1249,-15.380013262010912
1250,-61.088724167601185
1251,-23.782811922624308
1252,11.684390715496958
1253,35.6148682653108
1254,14.759805140085232
1255,-18.698014915787173
1256,-22.082413197865794
1257,-11.80642782376329
1258,-55.084092750817724
1259,-41.98835104293101
1260,12.910401444413623
1261,42.068732018909216
1262,-1.2307963672365232
1263,-42.13982285932293
1264,-45.8920453906873
1265,-41.43053612621778
1266,-107.53411810146895
1267,-83.38561184992464
1268,-12.13341211887675
1269,7.090257026819234
1270,-32.95103494736503
1271,-55.32794357049258
1272,-38.06977088614894
1273,-26.170507707696057
1274,-80.8572278429223
1275,-48.06613755680651
1276,6.367952192440233
1277,11.089515924990732
1278,-11.608028433261058
1279,-19.468646508778694
1280,-17.036802418198224
1281,-0.1637918977471843
1282,-47.559554579548724
1283,-43.34296946581873
1284,-3.937037793861783
1285,-11.064584372751204
1286,-50.07291188927582
1287,-59.916677252337756
1288,-36.744956041670925
1289,-15.438744205227657
1290,-88.57626151468514
1291,-90.01669968709345
1292,-39.0904573847012
1293,-18.675383857454754
1294,-43.801269181262704
