,KE0 0 battery,KE0 1 battery,KE0 2 battery,KE0 3 battery,KE0 4 battery,KE0 5 battery,KE0 6 battery,KE0 7 battery,KE0 8 battery,KE1 0 battery
296,62887438.765166074,62914386.88033948,62913635.1433584,62894981.139023915,62940372.43635388,62920064.608687095,62923650.59396442,62909555.41147039,62887428.93820079,63070461.20947879
297,62887438.76516608,62914386.88033947,62913635.1433584,62894981.139023915,62940372.43635388,62920064.60868709,62923650.59396442,62909555.41147039,62887428.93820079,63070309.90803491
298,62887438.765166074,62914386.88033947,62913635.1433584,62894981.139023915,62940372.436353885,62920064.60868709,62923650.59396442,62909555.41147039,62887428.93820079,63070573.73289706
299,62887438.765166074,62914386.88033948,62913635.14335841,62894981.13902392,62940372.436353885,62920064.60868709,62923650.593964435,62909555.4114704,62887428.9382008,63070883.2714878
300,62887438.765166074,62914386.88033947,62913635.14335841,62894981.13902393,62940372.436353885,62920064.60868708,62923650.59396443,62909555.41147039,62887428.93820079,63071192.81007854
301,62887438.76516606,62914386.88033946,62913635.143358395,62894981.139023915,62940372.43635388,62920064.60868707,62923650.59396442,62909555.411470376,62887428.93820078,63071055.0246395
302,62887438.76516606,62914386.88033946,62913635.1433584,62894981.139023915,62940372.43635388,62920064.60868707,62923650.59396443,62909555.411470376,62887428.93820078,63070865.67844823
303,62887438.76516607,62914386.88033945,62913635.143358395,62894981.13902391,62940372.43635388,62920064.60868707,62923650.59396443,62909555.411470376,62887428.93820077,63070709.37100562
304,62887438.76516607,62914386.88033946,62913635.1433584,62894981.13902391,62940372.436353885,62920064.60868707,62923650.59396443,62909555.41147038,62887428.93820078,63070556.531191655
305,62887438.76516606,62914386.88033946,62913635.1433584,62894981.13902391,62940372.436353885,62920064.60868708,62923650.593964435,62909555.411470376,62887428.93820078,63070412.90509239
306,62887438.76516606,62914386.88033945,62913635.1433584,62894981.13902391,62940372.436353885,62920064.60868707,62923650.593964435,62909555.41147038,62887428.93820078,63070722.443683125
307,62887438.76516606,62914386.88033946,62913635.14335841,62894981.139023915,62940372.43635389,62920064.60868708,62923650.59396444,62909555.41147039,62887428.93820078,63071031.98227387
308,62887438.76516607,62914386.880339466,62913635.1433584,62894981.139023915,62940372.4363539,62920064.60868708,62923650.593964435,62909555.41147039,62887428.93820079,63071341.520864606
309,62887438.76516606,62914386.88033946,62913635.143358395,62894981.13902391,62940372.436353885,62920064.608687066,62923650.59396442,62909555.41147038,62887428.938200764,63071202.62198413
310,62887438.76516606,62914386.88033946,62913635.143358395,62894981.139023915,62940372.436353885,62920064.60868707,62923650.59396442,62909555.41147039,62887428.938200764,63071013.233143725
311,62887438.76516606,62914386.88033946,62913635.14335838,62894981.139023915,62940372.43635389,62920064.60868707,62923650.59396442,62909555.41147039,62887428.938200764,63070856.987921745
312,62887438.76516606,62914386.88033946,62913635.14335839,62894981.139023915,62940372.43635389,62920064.60868707,62923650.59396442,62909555.41147039,62887428.938200764,63070703.7150644
313,62887438.76516606,62914386.880339466,62913635.14335839,62894981.139023915,62940372.43635389,62920064.60868707,62923650.59396442,62909555.41147038,62887428.93820076,63070574.57548729
314,62887438.76516605,62914386.88033946,62913635.14335839,62894981.13902392,62940372.43635389,62920064.60868708,62923650.59396442,62909555.41147038,62887428.938200764,63070884.11407803
315,62887438.76516605,62914386.88033945,62913635.14335838,62894981.13902393,62940372.43635389,62920064.60868709,62923650.59396443,62909555.41147038,62887428.93820076,63071193.652668774
316,62887438.765166044,62914386.88033946,62913635.14335839,62894981.13902392,62940372.4363539,62920064.608687095,62923650.593964435,62909555.41147037,62887428.93820076,63071503.19125951
317,62887438.76516603,62914386.88033944,62913635.14335838,62894981.13902392,62940372.436353885,62920064.60868708,62923650.59396443,62909555.41147036,62887428.93820074,63071363.166580126
318,62887438.76516603,62914386.88033943,62913635.14335838,62894981.13902392,62940372.43635389,62920064.60868709,62923650.59396443,62909555.41147036,62887428.93820074,63071171.5318702
319,62887438.76516603,62914386.88033943,62913635.14335837,62894981.13902392,62940372.436353885,62920064.60868708,62923650.59396442,62909555.41147036,62887428.93820074,63071015.997964576
320,62887438.76516603,62914386.88033942,62913635.14335838,62894981.13902392,62940372.43635388,62920064.60868708,62923650.59396442,62909555.41147036,62887428.938200735,63070862.72510723
321,62887438.76516603,62914386.88033942,62913635.14335838,62894981.13902392,62940372.43635388,62920064.60868709,62923650.59396443,62909555.41147036,62887428.938200735,63070721.424442954
322,62887438.76516604,62914386.88033942,62913635.14335838,62894981.13902392,62940372.43635388,62920064.60868707,62923650.59396442,62909555.41147036,62887428.938200735,63071030.9630337
323,62887438.76516603,62914386.880339414,62913635.143358365,62894981.13902392,62940372.43635388,62920064.608687066,62923650.59396442,62909555.41147035,62887428.93820073,63071340.501624435
324,62887438.76516602,62914386.88033942,62913635.14335838,62894981.13902392,62940372.43635388,62920064.608687066,62923650.59396442,62909555.41147036,62887428.93820073,63071650.04021518
325,62887438.765166014,62914386.880339414,62913635.143358365,62894981.139023915,62940372.43635387,62920064.60868705,62923650.59396441,62909555.41147035,62887428.93820072,63071504.43049119
326,62887438.76516601,62914386.880339414,62913635.143358365,62894981.139023915,62940372.43635387,62920064.60868706,62923650.59396441,62909555.411470346,62887428.93820071,63071312.37055293
327,62887438.76516601,62914386.880339414,62913635.143358365,62894981.139023915,62940372.43635388,62920064.60868705,62923650.59396442,62909555.41147035,62887428.93820072,63071155.73862738
328,62887438.765166014,62914386.880339414,62913635.143358365,62894981.139023915,62940372.43635388,62920064.60868704,62923650.59396442,62909555.411470346,62887428.93820071,63071002.64859301
329,62887438.765166014,62914386.880339414,62913635.14335837,62894981.13902392,62940372.43635388,62920064.60868704,62923650.59396443,62909555.41147035,62887428.93820071,63070868.00204706
330,62887438.765166014,62914386.880339414,62913635.14335837,62894981.13902392,62940372.43635387,62920064.60868705,62923650.59396443,62909555.411470346,62887428.93820071,63071165.41492777
331,62887438.76516601,62914386.880339414,62913635.143358365,62894981.139023915,62940372.43635386,62920064.60868704,62923650.59396443,62909555.411470346,62887428.938200705,63071474.95351851
332,62887438.765166014,62914386.880339414,62913635.143358365,62894981.13902393,62940372.43635387,62920064.60868705,62923650.59396442,62909555.411470346,62887428.9382007,63071784.492109254
333,62887438.765166,62914386.88033941,62913635.143358365,62894981.13902392,62940372.436353855,62920064.60868704,62923650.59396441,62909555.41147034,62887428.93820069,63071650.29291215
334,62887438.76516599,62914386.880339414,62913635.14335836,62894981.13902392,62940372.436353855,62920064.60868704,62923650.593964405,62909555.411470346,62887428.93820069,63071460.68878649
335,62887438.765166,62914386.88033941,62913635.14335836,62894981.13902393,62940372.436353855,62920064.60868704,62923650.593964405,62909555.411470346,62887428.93820068,63071303.46560801
336,62887438.76516599,62914386.880339414,62913635.143358365,62894981.13902393,62940372.436353855,62920064.60868705,62923650.593964405,62909555.411470346,62887428.93820068,63071150.59561013
337,62887438.765166,62914386.880339414,62913635.143358365,62894981.13902394,62940372.436353855,62920064.60868705,62923650.5939644,62909555.41147034,62887428.93820068,63071017.161984436
338,62887438.765166,62914386.88033942,62913635.143358365,62894981.13902393,62940372.43635385,62920064.60868705,62923650.5939644,62909555.41147034,62887428.93820068,63071326.70057517
339,62887438.765166,62914386.88033942,62913635.143358365,62894981.13902392,62940372.436353855,62920064.60868705,62923650.593964405,62909555.411470346,62887428.93820069,63071636.23916592
340,62887438.76516599,62914386.88033943,62913635.143358365,62894981.13902392,62940372.436353855,62920064.60868706,62923650.593964405,62909555.411470346,62887428.93820069,63071945.777756654
341,62887438.765165985,62914386.880339414,62913635.14335836,62894981.1390239,62940372.43635384,62920064.60868704,62923650.5939644,62909555.41147034,62887428.93820068,63071807.3997911
342,62887438.765165985,62914386.88033942,62913635.14335836,62894981.13902391,62940372.43635385,62920064.60868704,62923650.5939644,62909555.41147034,62887428.93820068,63071618.053344
343,62887438.765165985,62914386.88033942,62913635.143358365,62894981.13902391,62940372.43635385,62920064.60868704,62923650.5939644,62909555.411470346,62887428.93820069,63071459.45811498
344,62887438.765165985,62914386.88033942,62913635.143358365,62894981.13902391,62940372.43635385,62920064.60868705,62923650.5939644,62909555.411470346,62887428.93820069,63071305.80820298
345,62887438.76516598,62914386.88033942,62913635.143358365,62894981.13902391,62940372.43635385,62920064.60868705,62923650.5939644,62909555.41147034,62887428.93820069,63071167.61085805
346,62887438.76516598,62914386.880339414,62913635.143358365,62894981.13902391,62940372.436353855,62920064.60868705,62923650.593964405,62909555.411470346,62887428.9382007,63071477.14944879
347,62887438.765165985,62914386.880339414,62913635.14335837,62894981.13902391,62940372.436353855,62920064.60868706,62923650.593964405,62909555.41147034,62887428.9382007,63071786.688039534
348,62887438.76516598,62914386.88033941,62913635.143358365,62894981.13902391,62940372.436353855,62920064.60868706,62923650.593964405,62909555.41147033,62887428.9382007,63072096.22663027
349,62887438.76516597,62914386.8803394,62913635.14335834,62894981.1390239,62940372.43635385,62920064.60868704,62923650.59396439,62909555.411470324,62887428.93820069,63071962.87781472
350,62887438.76516598,62914386.8803394,62913635.14335835,62894981.13902391,62940372.43635385,62920064.608687036,62923650.5939644,62909555.411470324,62887428.93820069,63071773.40096091
351,62887438.76516598,62914386.8803394,62913635.143358335,62894981.13902391,62940372.43635384,62920064.60868703,62923650.59396439,62909555.41147033,62887428.93820069,63071616.18884887
352,62887438.765165985,62914386.88033941,62913635.143358335,62894981.13902391,62940372.43635385,62920064.608687036,62923650.59396438,62909555.41147033,62887428.93820069,63071463.08808872
353,62887438.765165985,62914386.88033941,62913635.143358335,62894981.139023915,62940372.43635384,62920064.608687036,62923650.59396439,62909555.41147033,62887428.93820069,63071325.27138125
354,62887438.765165985,62914386.880339414,62913635.14335833,62894981.139023915,62940372.43635383,62920064.608687036,62923650.59396439,62909555.41147034,62887428.93820068,63071634.80997199
355,62887438.76516599,62914386.880339414,62913635.14335833,62894981.139023915,62940372.43635384,62920064.60868704,62923650.5939644,62909555.41147034,62887428.93820068,63071944.34856273
356,62887438.76516599,62914386.88033942,62913635.14335833,62894981.13902392,62940372.43635384,62920064.60868704,62923650.5939644,62909555.41147034,62887428.93820068,63072253.88715347
357,62887438.765165985,62914386.88033941,62913635.14335831,62894981.13902391,62940372.436353825,62920064.608687036,62923650.59396439,62909555.41147033,62887428.93820067,63072111.69685272
358,62887438.76516598,62914386.88033941,62913635.14335831,62894981.1390239,62940372.436353825,62920064.60868703,62923650.59396439,62909555.41147033,62887428.93820066,63071922.13796792
359,62887438.765165985,62914386.88033941,62913635.14335831,62894981.13902389,62940372.436353825,62920064.60868703,62923650.59396439,62909555.41147034,62887428.93820066,63071766.827250876
360,62887438.765165985,62914386.88033941,62913635.14335832,62894981.139023885,62940372.43635383,62920064.60868703,62923650.5939644,62909555.41147034,62887428.93820066,63071613.98743691
361,62887438.76516598,62914386.880339414,62913635.14335832,62894981.13902389,62940372.43635383,62920064.60868703,62923650.5939644,62909555.41147033,62887428.93820066,63071483.402961574
362,62887438.765165985,62914386.880339414,62913635.14335833,62894981.139023885,62940372.436353825,62920064.608687036,62923650.5939644,62909555.41147033,62887428.93820066,63071792.94155232
363,62887438.765165985,62914386.880339414,62913635.14335832,62894981.13902388,62940372.436353825,62920064.608687036,62923650.5939644,62909555.41147033,62887428.93820067,63072102.480143055
364,62887438.765165985,62914386.880339414,62913635.14335833,62894981.139023885,62940372.436353825,62920064.608687036,62923650.5939644,62909555.41147033,62887428.93820066,63072412.0187338
365,62887438.76516598,62914386.88033941,62913635.14335832,62894981.13902388,62940372.43635381,62920064.60868703,62923650.593964376,62909555.411470324,62887428.93820065,63072274.308275834
366,62887438.76516598,62914386.88033941,62913635.14335832,62894981.13902388,62940372.43635381,62920064.608687036,62923650.593964376,62909555.411470324,62887428.93820065,63072084.7379373
367,62887438.76516598,62914386.88033941,62913635.14335833,62894981.13902388,62940372.43635382,62920064.60868703,62923650.593964376,62909555.41147032,62887428.938200645,63071926.1170619
368,62887438.76516598,62914386.880339414,62913635.14335832,62894981.13902388,62940372.43635382,62920064.60868703,62923650.593964376,62909555.41147032,62887428.938200645,63071772.7499578
369,62887438.765165985,62914386.880339414,62913635.14335833,62894981.13902388,62940372.43635382,62920064.608687036,62923650.593964376,62909555.41147032,62887428.93820065,63071641.95693889
370,62887438.765165985,62914386.880339414,62913635.14335833,62894981.13902387,62940372.43635382,62920064.608687036,62923650.593964376,62909555.41147032,62887428.93820064,63071951.49552964
371,62887438.765165985,62914386.88033942,62913635.14335833,62894981.13902387,62940372.43635382,62920064.608687036,62923650.593964376,62909555.411470324,62887428.938200645,63072261.03412037
372,62887438.76516599,62914386.88033942,62913635.14335832,62894981.13902387,62940372.43635382,62920064.608687036,62923650.59396437,62909555.411470324,62887428.938200645,63072570.57271112
373,62887438.765165985,62914386.880339414,62913635.14335831,62894981.139023855,62940372.43635381,62920064.60868703,62923650.59396435,62909555.41147031,62887428.93820064,63072417.75590626
374,62887438.765165985,62914386.880339414,62913635.143358305,62894981.13902385,62940372.43635381,62920064.60868703,62923650.593964346,62909555.41147032,62887428.93820064,63072224.45140925
375,62887438.76516598,62914386.880339414,62913635.1433583,62894981.139023826,62940372.43635381,62920064.60868703,62923650.593964346,62909555.411470324,62887428.93820064,63072065.68701107
376,62887438.76516598,62914386.88033942,62913635.1433583,62894981.13902383,62940372.43635382,62920064.608687036,62923650.593964346,62909555.411470324,62887428.93820063,63071912.41415373
377,62887438.76516598,62914386.88033942,62913635.143358305,62894981.13902383,62940372.4363538,62920064.608687036,62923650.59396435,62909555.41147033,62887428.93820063,63071775.06429657
378,62887438.765165985,62914386.88033943,62913635.143358305,62894981.139023826,62940372.43635381,62920064.60868704,62923650.59396435,62909555.41147033,62887428.93820063,63072084.60288732
379,62887438.76516598,62914386.88033942,62913635.143358305,62894981.139023826,62940372.43635381,62920064.608687036,62923650.59396435,62909555.41147033,62887428.938200615,63072394.141478054
380,62887438.765165985,62914386.88033942,62913635.1433583,62894981.13902383,62940372.43635381,62920064.60868704,62923650.59396435,62909555.41147033,62887428.938200615,63072703.6800688
381,62887438.76516597,62914386.880339414,62913635.14335829,62894981.139023826,62940372.4363538,62920064.60868703,62923650.593964346,62909555.411470324,62887428.93820061,63072564.93223804
382,62887438.76516597,62914386.880339414,62913635.14335829,62894981.139023826,62940372.4363538,62920064.60868703,62923650.593964346,62909555.41147031,62887428.9382006,63072372.460147545
383,62887438.76516597,62914386.88033942,62913635.1433583,62894981.13902383,62940372.43635381,62920064.608687036,62923650.593964346,62909555.41147031,62887428.93820061,63072215.31970129
384,62887438.76516597,62914386.88033942,62913635.1433583,62894981.13902383,62940372.43635381,62920064.60868702,62923650.59396434,62909555.41147031,62887428.93820061,63072062.46479537
385,62887438.76516598,62914386.88033943,62913635.1433583,62894981.13902383,62940372.43635382,62920064.60868702,62923650.593964346,62909555.41147031,62887428.93820061,63071933.236785136
386,62887438.76516597,62914386.88033943,62913635.1433583,62894981.13902383,62940372.43635382,62920064.60868702,62923650.59396433,62909555.41147031,62887428.93820061,63072242.77537587
387,62887438.76516596,62914386.88033942,62913635.14335829,62894981.139023826,62940372.4363538,62920064.60868701,62923650.59396433,62909555.41147031,62887428.93820061,63072552.31396662
388,62887438.76516596,62914386.88033942,62913635.1433583,62894981.139023826,62940372.4363538,62920064.60868701,62923650.59396433,62909555.41147031,62887428.93820061,63072861.85255735
389,62887438.765165955,62914386.88033941,62913635.14335829,62894981.13902381,62940372.436353795,62920064.608687,62923650.593964316,62909555.411470294,62887428.93820059,63072732.64162641
390,62887438.765165955,62914386.88033941,62913635.14335829,62894981.1390238,62940372.436353795,62920064.60868699,62923650.59396432,62909555.411470294,62887428.9382006,63072543.547230855
391,62887438.765165955,62914386.880339414,62913635.14335828,62894981.13902381,62940372.436353795,62920064.608687,62923650.59396432,62909555.4114703,62887428.9382006,63072386.43890453
392,62887438.76516596,62914386.880339414,62913635.14335828,62894981.13902382,62940372.4363538,62920064.608687,62923650.59396432,62909555.411470294,62887428.93820061,63072233.599090576
393,62887438.76516596,62914386.88033942,62913635.14335829,62894981.13902382,62940372.4363538,62920064.608687,62923650.59396432,62909555.411470294,62887428.93820061,63072105.30549936
394,62887438.76516596,62914386.88033942,62913635.14335828,62894981.13902382,62940372.4363538,62920064.608687,62923650.59396432,62909555.41147029,62887428.93820061,63072414.8440901
395,62887438.765165955,62914386.880339414,62913635.143358275,62894981.13902381,62940372.436353795,62920064.608687,62923650.593964316,62909555.41147028,62887428.938200615,63072724.38268084
396,62887438.76516594,62914386.880339414,62913635.143358275,62894981.13902381,62940372.43635379,62920064.60868699,62923650.593964316,62909555.41147028,62887428.93820061,63073033.92127158
397,62887438.76516593,62914386.8803394,62913635.14335826,62894981.139023796,62940372.43635377,62920064.60868697,62923650.59396431,62909555.41147026,62887428.9382006,63072907.48680872
398,62887438.76516593,62914386.8803394,62913635.14335826,62894981.13902379,62940372.43635377,62920064.60868696,62923650.59396431,62909555.411470264,62887428.9382006,63072718.34838118
399,62887438.76516592,62914386.88033939,62913635.14335827,62894981.139023796,62940372.436353765,62920064.60868697,62923650.593964316,62909555.411470264,62887428.9382006,63072561.578974314
400,62887438.765165925,62914386.880339384,62913635.14335826,62894981.139023796,62940372.436353765,62920064.60868697,62923650.593964316,62909555.41147026,62887428.9382006,63072408.72406839
401,62887438.765165925,62914386.880339384,62913635.14335827,62894981.139023796,62940372.436353765,62920064.60868697,62923650.593964316,62909555.411470264,62887428.93820061,63072276.97323707
402,62887438.76516593,62914386.88033939,62913635.143358275,62894981.1390238,62940372.436353765,62920064.60868697,62923650.59396432,62909555.411470264,62887428.93820061,63072586.51182781
403,62887438.765165925,62914386.880339384,62913635.14335826,62894981.139023796,62940372.43635376,62920064.60868697,62923650.59396432,62909555.41147026,62887428.93820059,63072896.05041855
404,62887438.765165925,62914386.880339384,62913635.14335825,62894981.1390238,62940372.43635376,62920064.60868697,62923650.59396432,62909555.411470264,62887428.93820059,63073205.58900929
405,62887438.76516592,62914386.88033938,62913635.14335824,62894981.139023796,62940372.43635374,62920064.60868696,62923650.593964316,62909555.41147025,62887428.938200586,63073073.8566755
406,62887438.76516592,62914386.88033937,62913635.14335824,62894981.139023796,62940372.43635374,62920064.608686954,62923650.59396432,62909555.41147025,62887428.93820058,63072884.42731831
407,62887438.76516592,62914386.88033937,62913635.143358245,62894981.139023796,62940372.43635375,62920064.60868695,62923650.59396431,62909555.41147026,62887428.938200586,63072726.7102852
408,62887438.765165925,62914386.88033937,62913635.14335824,62894981.1390238,62940372.43635375,62920064.608686954,62923650.59396431,62909555.41147025,62887428.93820058,63072573.779039904
409,62887438.765165925,62914386.88033937,62913635.14335823,62894981.139023796,62940372.43635374,62920064.60868694,62923650.59396431,62909555.41147025,62887428.938200586,63072429.59659147
410,62887438.765165925,62914386.88033937,62913635.14335823,62894981.1390238,62940372.43635375,62920064.60868695,62923650.5939643,62909555.41147026,62887428.938200586,63072739.13518222
411,62887438.765165925,62914386.88033938,62913635.14335823,62894981.1390238,62940372.43635374,62920064.60868694,62923650.59396431,62909555.41147026,62887428.938200586,63073048.67377295
412,62887438.765165925,62914386.88033938,62913635.14335823,62894981.13902381,62940372.43635374,62920064.60868693,62923650.59396431,62909555.41147026,62887428.93820058,63073358.2123637
413,62887438.76516592,62914386.88033936,62913635.14335822,62894981.139023796,62940372.43635373,62920064.608686924,62923650.5939643,62909555.41147024,62887428.93820056,63073216.0987451
414,62887438.76516592,62914386.88033937,62913635.14335822,62894981.139023796,62940372.43635373,62920064.60868691,62923650.5939643,62909555.411470234,62887428.93820057,63073026.909682676
415,62887438.765165925,62914386.88033937,62913635.14335822,62894981.139023796,62940372.436353736,62920064.60868691,62923650.59396429,62909555.411470234,62887428.93820056,63072869.29193583
416,62887438.765165925,62914386.88033937,62913635.14335823,62894981.1390238,62940372.436353736,62920064.60868691,62923650.59396429,62909555.411470234,62887428.93820056,63072716.34559858
417,62887438.765165925,62914386.88033937,62913635.143358216,62894981.1390238,62940372.436353736,62920064.6086869,62923650.59396429,62909555.411470234,62887428.93820056,63072584.575375415
418,62887438.76516593,62914386.88033938,62913635.14335822,62894981.13902379,62940372.43635374,62920064.60868691,62923650.59396429,62909555.411470234,62887428.93820056,63072894.11396616
419,62887438.76516594,62914386.88033938,62913635.14335823,62894981.139023796,62940372.43635375,62920064.60868692,62923650.5939643,62909555.41147025,62887428.93820056,63073203.652556896
420,62887438.76516594,62914386.88033938,62913635.143358216,62894981.139023796,62940372.43635374,62920064.60868692,62923650.59396429,62909555.41147025,62887428.93820057,63073513.19114764
421,62887438.76516593,62914386.88033937,62913635.14335821,62894981.13902379,62940372.436353736,62920064.60868691,62923650.593964286,62909555.41147024,62887428.938200556,63073371.9800428
422,62887438.76516593,62914386.88033936,62913635.14335821,62894981.139023796,62940372.436353736,62920064.60868692,62923650.59396427,62909555.41147024,62887428.93820056,63073183.37034738
423,62887438.76516594,62914386.88033937,62913635.1433582,62894981.139023796,62940372.43635374,62920064.60868691,62923650.59396427,62909555.41147024,62887428.938200556,63073026.35832033
424,62887438.76516594,62914386.88033936,62913635.14335821,62894981.139023796,62940372.43635374,62920064.60868692,62923650.59396427,62909555.41147024,62887428.938200556,63072873.31471055
425,62887438.76516594,62914386.880339354,62913635.143358216,62894981.139023796,62940372.43635374,62920064.60868692,62923650.593964264,62909555.411470234,62887428.938200556,63072745.813927904
426,62887438.76516594,62914386.88033936,62913635.143358216,62894981.1390238,62940372.43635375,62920064.608686924,62923650.59396426,62909555.41147023,62887428.938200556,63073055.35251865
427,62887438.76516594,62914386.88033936,62913635.14335822,62894981.13902381,62940372.43635375,62920064.60868692,62923650.593964264,62909555.41147024,62887428.93820056,63073364.891109385
428,62887438.76516595,62914386.88033936,62913635.143358216,62894981.13902382,62940372.43635376,62920064.60868692,62923650.593964264,62909555.41147024,62887428.93820056,63073674.42970013
429,62887438.76516593,62914386.88033935,62913635.14335821,62894981.13902381,62940372.43635374,62920064.6086869,62923650.59396425,62909555.411470234,62887428.93820055,63073545.31080714
430,62887438.76516593,62914386.880339354,62913635.14335821,62894981.1390238,62940372.43635373,62920064.6086869,62923650.59396425,62909555.411470234,62887428.938200556,63073353.836065836
431,62887438.76516593,62914386.880339354,62913635.14335819,62894981.139023796,62940372.43635373,62920064.6086869,62923650.59396425,62909555.41147024,62887428.938200556,63073196.44963549
432,62887438.76516594,62914386.880339354,62913635.1433582,62894981.13902379,62940372.43635373,62920064.60868691,62923650.59396425,62909555.411470234,62887428.938200556,63073043.544283144
433,62887438.76516594,62914386.88033936,62913635.14335819,62894981.139023796,62940372.43635372,62920064.60868691,62923650.593964234,62909555.411470234,62887428.938200556,63072913.042419754
434,62887438.76516594,62914386.88033936,62913635.14335819,62894981.139023796,62940372.43635373,62920064.60868692,62923650.59396424,62909555.411470234,62887428.93820056,63073222.58101049
435,62887438.76516595,62914386.88033937,62913635.14335821,62894981.1390238,62940372.43635373,62920064.60868692,62923650.59396425,62909555.41147024,62887428.93820057,63073532.119601235
436,62887438.76516595,62914386.88033938,62913635.14335821,62894981.1390238,62940372.43635373,62920064.60868692,62923650.59396425,62909555.41147024,62887428.93820057,63073841.65819197
437,62887438.765165925,62914386.88033937,62913635.14335821,62894981.139023796,62940372.43635371,62920064.60868691,62923650.593964234,62909555.41147023,62887428.93820056,63073712.76747687
438,62887438.76516593,62914386.88033936,62913635.1433582,62894981.1390238,62940372.43635372,62920064.60868691,62923650.59396424,62909555.41147023,62887428.93820057,63073521.05488377
439,62887438.76516593,62914386.88033936,62913635.14335821,62894981.1390238,62940372.43635372,62920064.6086869,62923650.59396424,62909555.41147023,62887428.93820056,63073365.301368244
440,62887438.765165925,62914386.88033936,62913635.14335821,62894981.1390238,62940372.43635371,62920064.60868691,62923650.59396424,62909555.41147021,62887428.93820057,63073212.59001788
441,62887438.76516593,62914386.88033937,62913635.14335821,62894981.13902381,62940372.43635371,62920064.608686894,62923650.59396425,62909555.41147021,62887428.93820057,63073072.89281183
442,62887438.76516592,62914386.88033937,62913635.143358216,62894981.1390238,62940372.43635371,62920064.608686894,62923650.59396425,62909555.41147021,62887428.93820058,63073382.431402564
443,62887438.765165925,62914386.88033938,62913635.14335821,62894981.13902381,62940372.43635371,62920064.6086869,62923650.59396426,62909555.41147022,62887428.938200586,63073691.96999331
444,62887438.765165925,62914386.88033938,62913635.14335822,62894981.13902381,62940372.43635371,62920064.6086869,62923650.593964264,62909555.41147022,62887428.938200586,63074001.508584045
445,62887438.76516591,62914386.88033936,62913635.1433582,62894981.139023796,62940372.436353706,62920064.608686894,62923650.59396426,62909555.4114702,62887428.93820058,63073870.50748074
446,62887438.76516591,62914386.880339354,62913635.1433582,62894981.139023796,62940372.436353706,62920064.608686894,62923650.59396426,62909555.4114702,62887428.93820058,63073681.354305655
447,62887438.76516591,62914386.88033936,62913635.14335819,62894981.13902379,62940372.436353706,62920064.608686894,62923650.59396426,62909555.4114702,62887428.93820058,63073524.89476355
448,62887438.76516591,62914386.88033936,62913635.1433582,62894981.139023796,62940372.436353706,62920064.608686894,62923650.59396426,62909555.41147019,62887428.938200586,63073372.499331154
449,62887438.76516591,62914386.88033936,62913635.14335819,62894981.139023796,62940372.43635371,62920064.6086869,62923650.593964264,62909555.4114702,62887428.938200586,63073222.28857239
450,62887438.76516592,62914386.88033936,62913635.143358186,62894981.13902379,62940372.43635371,62920064.6086869,62923650.593964264,62909555.4114702,62887428.938200586,63073524.38202683
451,62887438.76516591,62914386.88033936,62913635.14335819,62894981.139023796,62940372.43635371,62920064.60868692,62923650.59396427,62909555.41147019,62887428.93820059,63073833.92061757
452,62887438.76516592,62914386.88033937,62913635.143358186,62894981.13902379,62940372.43635371,62920064.60868692,62923650.59396428,62909555.41147019,62887428.9382006,63074143.45920831
453,62887438.76516591,62914386.880339354,62913635.14335817,62894981.139023766,62940372.4363537,62920064.6086869,62923650.593964264,62909555.41147018,62887428.938200586,63074001.54680174
454,62887438.76516591,62914386.88033936,62913635.14335817,62894981.13902377,62940372.436353706,62920064.6086869,62923650.593964264,62909555.41147018,62887428.93820059,63073811.765174665
455,62887438.76516591,62914386.88033936,62913635.143358186,62894981.13902377,62940372.4363537,62920064.608686894,62923650.593964264,62909555.41147018,62887428.938200586,63073655.79816947
456,62887438.76516592,62914386.88033937,62913635.143358186,62894981.13902377,62940372.4363537,62920064.608686894,62923650.593964264,62909555.41147018,62887428.938200586,63073503.169217214
457,62887438.765165925,62914386.88033936,62913635.143358186,62894981.139023766,62940372.4363537,62920064.6086869,62923650.593964264,62909555.411470175,62887428.938200586,63073362.66326908
458,62887438.765165925,62914386.88033937,62913635.14335819,62894981.13902376,62940372.4363537,62920064.6086869,62923650.593964264,62909555.41147018,62887428.938200586,63073672.201859824
459,62887438.76516593,62914386.88033937,62913635.14335819,62894981.13902377,62940372.436353706,62920064.6086869,62923650.59396428,62909555.41147019,62887428.93820059,63073981.74045056
460,62887438.76516593,62914386.88033936,62913635.1433582,62894981.13902377,62940372.436353706,62920064.608686894,62923650.59396428,62909555.41147019,62887428.938200586,63074291.279041305
461,62887438.76516592,62914386.880339354,62913635.14335819,62894981.139023766,62940372.4363537,62920064.60868689,62923650.59396427,62909555.41147019,62887428.93820057,63074152.38188026
462,62887438.765165925,62914386.880339354,62913635.14335819,62894981.13902377,62940372.43635369,62920064.60868689,62923650.593964264,62909555.41147018,62887428.93820058,63073963.50080005
463,62887438.76516592,62914386.88033936,62913635.1433582,62894981.13902377,62940372.43635368,62920064.60868689,62923650.59396427,62909555.41147019,62887428.93820058,63073808.5063523
464,62887438.76516591,62914386.88033936,62913635.14335819,62894981.13902377,62940372.43635369,62920064.60868689,62923650.59396427,62909555.41147019,62887428.93820058,63073655.79203966
