,KE0 0 battery,KE0 1 battery,KE0 2 battery,KE0 3 battery,KE0 4 battery,KE0 5 battery,KE0 6 battery,KE0 7 battery,KE0 8 battery,KE1 0 battery
42,62887438.76516632,62914386.88033965,62913635.14335861,62894981.1390241,62940372.43635404,62920064.60868732,62923650.593964584,62909555.411470525,62887428.93820096,63068002.72096762
43,62887438.765166335,62914386.88033965,62913635.14335861,62894981.139024116,62940372.43635405,62920064.60868733,62923650.59396459,62909555.41147054,62887428.938200966,63068312.259558365
44,62887438.76516634,62914386.88033966,62913635.143358625,62894981.139024116,62940372.436354056,62920064.60868734,62923650.5939646,62909555.41147054,62887428.93820097,63068612.77815738
45,62887438.76516633,62914386.88033966,62913635.143358625,62894981.13902411,62940372.43635405,62920064.608687334,62923650.59396459,62909555.41147054,62887428.938200966,63068432.545623794
46,62887438.76516633,62914386.88033967,62913635.14335863,62894981.13902411,62940372.43635405,62920064.608687334,62923650.59396459,62909555.41147054,62887428.938200966,63068243.55432051
47,62887438.765166335,62914386.88033967,62913635.143358625,62894981.139024116,62940372.43635404,62920064.608687334,62923650.59396459,62909555.41147054,62887428.938200966,63068085.73597172
48,62887438.76516633,62914386.88033967,62913635.14335862,62894981.139024116,62940372.43635403,62920064.608687334,62923650.59396459,62909555.41147054,62887428.938200966,63067931.077860445
49,62887438.76516633,62914386.88033967,62913635.143358625,62894981.139024116,62940372.43635404,62920064.608687334,62923650.5939646,62909555.41147053,62887428.938200966,63067799.277945615
50,62887438.76516633,62914386.880339675,62913635.143358625,62894981.13902412,62940372.43635403,62920064.608687334,62923650.5939646,62909555.41147053,62887428.938200966,63068108.81653635
51,62887438.76516633,62914386.880339675,62913635.14335862,62894981.13902412,62940372.43635404,62920064.608687334,62923650.5939646,62909555.41147054,62887428.93820096,63068418.355127096
52,62887438.765166335,62914386.880339675,62913635.143358625,62894981.13902412,62940372.43635403,62920064.608687334,62923650.5939646,62909555.41147054,62887428.938200966,63068726.9765052
53,62887438.76516631,62914386.88033967,62913635.14335862,62894981.139024116,62940372.43635402,62920064.60868732,62923650.59396459,62909555.41147053,62887428.93820096,63068559.962596536
54,62887438.76516631,62914386.880339675,62913635.14335862,62894981.139024116,62940372.43635402,62920064.60868732,62923650.5939646,62909555.41147053,62887428.93820095,63068365.991445705
