,KE0 0 oil,KE0 0 onwind,KE0 0 solar,KE0 1 oil,KE0 1 onwind,KE0 1 solar,KE0 10 onwind,KE0 10 solar,KE0 11 onwind,KE0 11 solar,KE0 12 onwind,KE0 12 solar,KE0 2 geothermal,KE0 2 oil,KE0 2 onwind,KE0 2 ror,KE0 2 solar,KE0 3 onwind,KE0 3 solar,KE0 4 onwind,KE0 4 ror,KE0 4 solar,KE0 5 onwind,KE0 5 solar,KE0 6 onwind,KE0 6 solar,KE0 7 onwind,KE0 7 solar,KE0 8 onwind,KE0 8 ror,KE0 8 solar,KE0 9 onwind,KE0 9 solar,KE1 0 oil,KE1 0 onwind,KE1 0 solar,KE2 0 onwind,KE2 0 solar
0,9.923016619324916e-07,0.2550498391378575,0.0,9.389333296490075e-07,0.0,0.0,0.0,0.0,0.6259966653311481,0.0,0.0,0.0,672.7022038766944,8.925028269628979e-07,0.0,113.54090967742106,0.0,0.0,0.0,0.07966756136550661,26.987026432919084,0.0,11.873683771181078,0.0,1.2573703127550209,0.0,5.588167884528346,0.0,0.0,19.99999808807691,0.0,1.0754334374039465,0.0,8.385275202306783,0.0,0.0,20.833400474308903,0.0
1,9.502014483581898e-07,0.3347222027975447,0.5436963314421266,9.164441859140417e-07,0.47654098723044186,1.3465965654372356,0.0,0.29663220737638313,0.7185792067094322,1.3737571109019835,0.0,0.3415791243564472,672.7022037561543,8.816953908511747e-07,0.0,111.58016405056294,1.7636116265461719,0.0,0.8689735802241271,0.0,25.07828661541784,0.4865782767459115,5.809660774467286,2.7120338183197696,0.3469850307692463,0.791149747466662,4.9531844614801015,8.213378258644049,0.0,19.999998057892178,0.3320800400982006,0.7191843293534153,0.673439594263579,7.429001015372932,0.0,120.73262665255672,11.94999876330776,5.427600148003662
2,9.813609320587193e-07,0.0,6.0565613266267455,9.297898724652148e-07,0.0,11.00360026455393,0.0,2.8309892057709924,2.372615371440527,21.764661323039935,0.0,3.2942637914712574,672.7022038251005,8.810229990617094e-07,0.0,110.9888138591398,22.855987053496445,0.0,8.71635033710548,0.0,26.249275880059965,4.103129850288399,2.120695642083815,26.279611175947345,0.0,6.635906763850455,3.438902819601529,109.96097855690279,0.0,19.99999808954477,3.4188918294085706,0.0,6.167896019491747,8.622125482452687e-07,0.0,1004.9289008867607,11.511054748484696,54.71730220006022
3,1.0576681975495785e-06,0.2618319826080137,8.267206278904597,1.0123614744601795e-06,0.0,15.827469339248436,0.0,5.492116077123281,2.7909316801666155,30.961192683485756,0.0,5.526964529379167,672.7022055226523,9.68165311876334e-07,0.0,111.43323897742499,36.96441867863212,0.08448001016675542,13.084015068523419,0.0,76.66850329458072,6.34880622169987,1.1042418381798744,35.6132589535376,0.0,9.53280482632684,3.584582744599263,152.74049502315967,0.0,19.99999844421905,4.7879766201725475,0.2534047986098606,9.27302384249687,7.716076359137474e-07,0.0020381418258388745,1409.4169151627075,12.670748831185673,73.9746459988221
4,1.0081429528338795e-06,1.1513091661016817,5.351326302550291,9.520973498145561e-07,2.2875046219575874,11.847807302788334,0.0,3.0569919472058227,1.6035188847215933,22.86609648447492,0.0,3.907513196842179,672.7022041105649,8.997492566813332e-07,0.149993167341809,116.3997700424616,23.953744167823242,0.35107220657436916,8.559287245479775,0.28833642855509883,180.81222270118616,4.279273187559964,0.0,27.3589535701184,0.5823730572950004,8.364597436603951,2.2007258818603717,104.68611556616126,0.01922990270925141,19.999998135250195,3.167552564796282,0.5580859403468025,6.5260648059156665,8.71950369832425e-07,0.006916334222751743,1096.1336347283782,9.683072464628811,52.95195976838346
5,9.947312949620035e-07,1.2459539502347,0.4611721892649526,9.411964016553692e-07,7.31982139031467,0.87415201007208,0.0,0.22136504303631988,0.8560347598434901,2.429892830854697,0.0,0.3446208477999418,672.7022038036463,8.933440065097444e-07,0.12507480180873132,111.15668117028895,2.5567452881700636,0.3220400561414874,0.7419874098716523,0.22395936626815383,201.14670649920095,0.4939944815883857,1.9101704327413809,2.251678132668367,0.47221602174603455,0.7356825911094506,2.5156085189696933,10.576400603249455,0.026724345843913068,19.999998071650683,0.32384410213001863,0.0,0.62016875165587,14.539718309044055,0.02654342421903724,114.16144763774918,16.703987195883368,4.958279174079485
6,9.545664659520612e-07,0.9074871210222046,0.0,9.208886995726623e-07,6.6230674354504675,0.0,0.0,0.0,0.0,0.0,0.03592473197086151,0.0,672.7022038028929,8.854393051479097e-07,0.0,109.95327429381803,0.0,0.11036512646400105,0.0,0.0,38.362403047901665,0.0,9.215824904037634,0.0,0.28558212429027613,0.0,4.326479765153394,0.0,0.009200301513502587,19.999998066496236,0.0,0.0,0.0,13.653798295718168,0.015263444077299758,0.0,27.504541694384322,0.0
7,9.592980107241954e-07,0.5888748535534426,0.0,9.238760133686699e-07,3.025858683301088,0.0,0.0,0.0,0.38896145789762215,0.0,0.0,0.0,672.7022035843081,8.88301092886542e-07,0.0,109.45748409789664,0.0,0.0,0.0,0.0,26.272239066668885,0.0,17.243992513710715,0.0,0.7443770504928339,0.0,3.188308914247562,0.0,0.0,19.999998076317127,0.0,0.4083649807626781,0.0,13.653931576167142,0.0,0.0,24.86299559520528,0.0
8,9.90884772312783e-07,0.23102591449196552,0.0,9.380071642155468e-07,2.583481738282029,0.0,0.0,0.0,0.6688559016541563,0.0,0.0,0.0,672.7022038551075,8.910040061969695e-07,0.0,109.39758262844991,0.0,0.0,0.0,0.0,23.434246932078622,0.0,15.987720350745574,0.0,0.8973659516842111,0.0,1.7847723329114205,0.0,0.0,19.999998085462884,0.0,0.3601272760647201,0.0,14.651877846348073,0.0,0.0,21.23748309296933,0.0
9,9.499950105251944e-07,0.27906978381741243,0.6020511171353428,9.160039775478855e-07,2.3960219947159898,1.4237289870940606,0.0,0.3287119811862344,0.4400681915297044,1.507334391583199,0.0,0.39260889372145213,672.702203651631,8.807605358335419e-07,0.0,109.20261056932625,2.039844946699139,0.0,0.8683465698146028,0.0,23.274212063248683,0.4876071027993231,6.360651564964387,3.457739003448992,0.45244493820708903,0.8441965947123005,2.297425237770756,8.909441761079092,0.0,19.99999805732931,0.36621536857889864,0.5590347524706122,0.6446596597380003,13.066617696312251,0.0,120.98331378090631,17.384289708098855,5.729240575125148
10,9.843443123958158e-07,0.7499570061321478,5.116552652843102,9.321759455066515e-07,2.1715899680226207,12.652799854892882,0.0,4.189256131277888,2.377827354884565,22.350777816070032,0.0,4.334954901733389,672.7022037151303,8.819837276697937e-07,0.0,109.25502463264604,27.578544434263186,0.0,9.022022196180115,0.0,24.48110467841552,4.864788463964431,10.545488642056347,31.270777012357684,0.3324190946480516,8.180603216444135,10.448005608182982,112.43553699181201,0.0,19.999998095207694,4.381661978530935,0.3799542841582293,6.908598979643963,8.724825377676155e-07,0.0018631124845407854,1169.8737304805707,36.06302962782607,58.09531985570865
11,7.516791962408454e-07,1.0349609478929727,7.668868783226774,7.077683639612328e-07,2.9106065344043244,17.06503844802402,0.0,5.805736883117057,4.44111519019967,31.178044429405677,0.0,6.060192393718613,648.905326448165,6.67785878394178e-07,0.0,109.39463405635605,38.40821012196623,0.11909280061181535,13.368764168761144,0.22857089202668557,71.24906877094746,6.902096200468782,8.316902596784534,42.53525671719525,1.3665358076006715,11.121085753807884,12.714542590790446,160.33188480050572,0.005257124273050162,19.999368612427755,5.5967328961733385,0.6275658594730441,8.977377816672469,8.763458459060387e-07,0.001659513315872152,1370.900328587609,28.37643238775977,81.38667438991642
12,9.503345003033563e-07,2.21031180913348,4.9538575215924645,9.158008695550307e-07,4.02581616932487,11.645859421549492,0.0,2.88881297011643,1.7552642951338742,24.31995901052924,0.0,3.832667208066352,672.7022038110238,8.774872560184383e-07,0.12604802721796984,113.65996004465784,23.927173750596225,0.3731968948489659,7.702150975330414,0.36845968388550265,43.64066596015194,4.5541966174395165,4.369229077236102,28.70682367073672,1.2754794642279064,8.001367080310189,4.842484870558886,117.09247924604598,0.010104273783308375,19.999998078035752,3.08777135722817,0.14643189537982623,6.128048004370252,7.742893076902234e-07,0.00698957018340535,968.1793160433832,17.855876320367837,56.27851909467046
13,13.07442937494914,1.753552119927592,0.4018586317154186,17.62923787341248,7.192078568367393,1.1024812790433427,0.0,0.19368842611985218,1.0887796039600088,3.0278207579403063,0.0,0.24781032489139146,672.7022078554953,20.023808765543187,0.09348431890784424,107.79832043082493,2.7612248768750285,0.1728228123669863,0.7142184284478459,0.1516487703564519,23.655277991959014,0.48317644961238293,4.871793919435477,2.459224901869612,0.7581413484141027,0.8144167589441312,6.087026263758525,13.531216100359698,0.026868612753294118,19.999999387853094,0.38167756336000974,0.21837743714161698,0.6653545871843257,9.283330915001507,0.014978399389202304,136.72093668386714,31.11261840977081,5.502510462479247
14,9.876808331664362e-07,0.9105040339596606,0.0,9.364742657206071e-07,7.926483153840175,0.0,0.0,0.0,0.6687884993443838,0.0,0.03153105756101377,0.0,672.702203781134,8.893169315687349e-07,0.07059951392429016,107.43608085809525,0.0,0.10646014709184526,0.0,0.0,22.58793179416438,0.0,12.976007045814423,0.0,0.6023820200777841,0.0,11.831484813165737,0.0,0.01708246742603093,19.999998074676377,0.0,0.0,0.0,9.274283248076328,0.017968158093146034,0.0,47.51809071252097,0.0
15,9.863104189609818e-07,0.5472446150307156,0.0,9.343301739780327e-07,5.480272360995664,0.0,0.0,0.0,1.326646958493991,0.0,0.0,0.0,672.7022037892865,8.880953180738365e-07,0.060105828822126665,107.61893157855592,0.0,0.1275676114231988,0.0,0.12018158262608981,22.776223133824086,0.0,19.444678630704306,0.0,1.0468875660517232,0.0,8.093826161993984,0.0,0.010975453874025811,19.99999807950025,0.0,0.0,0.0,9.250273835136746,0.005600434846140263,0.0,34.86364968491333,0.0
16,9.872366542524082e-07,0.5851359182974548,0.0,9.350102252773779e-07,5.562717100046767,0.0,0.0,0.0,2.35723175954417,0.0,0.0,0.0,672.7022037762757,8.882146460034481e-07,0.06527544320404442,106.91419887061697,0.0,0.13088188661280517,0.0,0.059715778110496984,22.180625626448013,0.0,17.081523329177674,0.0,1.4494879619151217,0.0,10.078009403816916,0.0,0.0,19.999998078921035,0.0,0.0,0.0,9.259640493487781,0.0,0.0,41.47235077373444,0.0
17,9.527373568422263e-07,0.636587286108933,0.5026817506098221,9.182443207782942e-07,4.751468704182339,1.2589958274328266,0.0661774449859184,0.25908035789696554,2.5642771125862867,1.4187636200145561,0.0,0.26382688408539123,672.7022036731234,8.825844094582891e-07,0.0,106.70399002736023,2.121732096680576,0.0,0.8012605208201276,0.04722889236959247,21.98709030745015,0.5253967010882735,9.961895788250361,3.317242644053305,0.437264947076818,0.848145269359372,18.226736674549883,9.19116920592034,0.0,19.99999805903916,0.40636803523491205,0.7281225435326903,0.7345844064067527,8.247057965604844,0.0,117.59153074617605,45.37735004636121,5.749287665071011
18,9.944250416545272e-07,1.247290167336692,4.76005071398609,9.391668098135792e-07,7.105535058053447,12.29510876757553,0.0,4.063934312416611,13.559713735920289,21.141838334938576,0.12830482143448727,3.9533803402851735,672.7022036846553,8.880454083995917e-07,0.30187798311876635,106.59053241469339,27.602964081239296,0.13106068758868203,8.31845585833848,0.10757523502060273,21.90283560688046,5.4062156581852765,15.137739971737723,31.117441682051044,0.8994832121302824,9.216332486356738,35.880549879350895,114.80758869721402,0.0895133685880958,19.99999808062172,4.43623582452604,0.2932476340940318,7.5861995893843845,8.735579071329969e-07,0.017685867619063024,1151.5127775776,74.046178285098,58.754776537663886
19,7.75146903130907e-07,1.538428130110503,6.075481614817808,7.252196261926525e-07,5.632793830007207,17.1213781032106,0.0,5.262721109195394,17.780092212830496,34.138613086371144,0.23891029775500144,5.83717006102439,613.8497432060507,6.79795151579254e-07,0.25562324800566877,106.58738944025274,38.66853873044509,0.4951248916055419,11.775441356843771,0.2969244260614199,22.20123470748806,7.769008636380918,19.029597994847677,42.43223914536854,1.6846805328457921,12.348788691503811,31.54421264363528,171.10006524840662,0.03390120793948995,19.999435743697003,6.241772064742499,0.6196626480382974,10.82315770255598,9.216163749714833e-07,0.023708670336516476,1378.8348283573096,54.70770289339286,82.33573726823835
