,snapshot,objective,generators,stores
517,2013-03-06 15:00:00,3.0,3.0,3.0
518,2013-03-06 18:00:00,3.0,3.0,3.0
519,2013-03-06 21:00:00,3.0,3.0,3.0
520,2013-03-07 00:00:00,3.0,3.0,3.0
521,2013-03-07 03:00:00,3.0,3.0,3.0
522,2013-03-07 06:00:00,3.0,3.0,3.0
523,2013-03-07 09:00:00,3.0,3.0,3.0
524,2013-03-07 12:00:00,3.0,3.0,3.0
525,2013-03-07 15:00:00,3.0,3.0,3.0
526,2013-03-07 18:00:00,3.0,3.0,3.0
527,2013-03-07 21:00:00,3.0,3.0,3.0
528,2013-03-08 00:00:00,3.0,3.0,3.0
529,2013-03-08 03:00:00,3.0,3.0,3.0
530,2013-03-08 06:00:00,3.0,3.0,3.0
531,2013-03-08 09:00:00,3.0,3.0,3.0
532,2013-03-08 12:00:00,3.0,3.0,3.0
533,2013-03-08 15:00:00,3.0,3.0,3.0
534,2013-03-08 18:00:00,3.0,3.0,3.0
535,2013-03-08 21:00:00,3.0,3.0,3.0
536,2013-03-09 00:00:00,3.0,3.0,3.0
537,2013-03-09 03:00:00,3.0,3.0,3.0
538,2013-03-09 06:00:00,3.0,3.0,3.0
539,2013-03-09 09:00:00,3.0,3.0,3.0
540,2013-03-09 12:00:00,3.0,3.0,3.0
541,2013-03-09 15:00:00,3.0,3.0,3.0
542,2013-03-09 18:00:00,3.0,3.0,3.0
543,2013-03-09 21:00:00,3.0,3.0,3.0
544,2013-03-10 00:00:00,3.0,3.0,3.0
545,2013-03-10 03:00:00,3.0,3.0,3.0
546,2013-03-10 06:00:00,3.0,3.0,3.0
547,2013-03-10 09:00:00,3.0,3.0,3.0
548,2013-03-10 12:00:00,3.0,3.0,3.0
549,2013-03-10 15:00:00,3.0,3.0,3.0
550,2013-03-10 18:00:00,3.0,3.0,3.0
551,2013-03-10 21:00:00,3.0,3.0,3.0
552,2013-03-11 00:00:00,3.0,3.0,3.0
553,2013-03-11 03:00:00,3.0,3.0,3.0
554,2013-03-11 06:00:00,3.0,3.0,3.0
555,2013-03-11 09:00:00,3.0,3.0,3.0
556,2013-03-11 12:00:00,3.0,3.0,3.0
557,2013-03-11 15:00:00,3.0,3.0,3.0
558,2013-03-11 18:00:00,3.0,3.0,3.0
559,2013-03-11 21:00:00,3.0,3.0,3.0
560,2013-03-12 00:00:00,3.0,3.0,3.0
561,2013-03-12 03:00:00,3.0,3.0,3.0
562,2013-03-12 06:00:00,3.0,3.0,3.0
563,2013-03-12 09:00:00,3.0,3.0,3.0
564,2013-03-12 12:00:00,3.0,3.0,3.0
565,2013-03-12 15:00:00,3.0,3.0,3.0
566,2013-03-12 18:00:00,3.0,3.0,3.0
567,2013-03-12 21:00:00,3.0,3.0,3.0
568,2013-03-13 00:00:00,3.0,3.0,3.0
569,2013-03-13 03:00:00,3.0,3.0,3.0
570,2013-03-13 06:00:00,3.0,3.0,3.0
571,2013-03-13 09:00:00,3.0,3.0,3.0
572,2013-03-13 12:00:00,3.0,3.0,3.0
573,2013-03-13 15:00:00,3.0,3.0,3.0
574,2013-03-13 18:00:00,3.0,3.0,3.0
575,2013-03-13 21:00:00,3.0,3.0,3.0
576,2013-03-14 00:00:00,3.0,3.0,3.0
577,2013-03-14 03:00:00,3.0,3.0,3.0
578,2013-03-14 06:00:00,3.0,3.0,3.0
579,2013-03-14 09:00:00,3.0,3.0,3.0
580,2013-03-14 12:00:00,3.0,3.0,3.0
581,2013-03-14 15:00:00,3.0,3.0,3.0
582,2013-03-14 18:00:00,3.0,3.0,3.0
583,2013-03-14 21:00:00,3.0,3.0,3.0
584,2013-03-15 00:00:00,3.0,3.0,3.0
585,2013-03-15 03:00:00,3.0,3.0,3.0
586,2013-03-15 06:00:00,3.0,3.0,3.0
587,2013-03-15 09:00:00,3.0,3.0,3.0
588,2013-03-15 12:00:00,3.0,3.0,3.0
589,2013-03-15 15:00:00,3.0,3.0,3.0
590,2013-03-15 18:00:00,3.0,3.0,3.0
591,2013-03-15 21:00:00,3.0,3.0,3.0
592,2013-03-16 00:00:00,3.0,3.0,3.0
593,2013-03-16 03:00:00,3.0,3.0,3.0
594,2013-03-16 06:00:00,3.0,3.0,3.0
595,2013-03-16 09:00:00,3.0,3.0,3.0
596,2013-03-16 12:00:00,3.0,3.0,3.0
597,2013-03-16 15:00:00,3.0,3.0,3.0
598,2013-03-16 18:00:00,3.0,3.0,3.0
599,2013-03-16 21:00:00,3.0,3.0,3.0
600,2013-03-17 00:00:00,3.0,3.0,3.0
601,2013-03-17 03:00:00,3.0,3.0,3.0
602,2013-03-17 06:00:00,3.0,3.0,3.0
603,2013-03-17 09:00:00,3.0,3.0,3.0
604,2013-03-17 12:00:00,3.0,3.0,3.0
605,2013-03-17 15:00:00,3.0,3.0,3.0
606,2013-03-17 18:00:00,3.0,3.0,3.0
607,2013-03-17 21:00:00,3.0,3.0,3.0
608,2013-03-18 00:00:00,3.0,3.0,3.0
609,2013-03-18 03:00:00,3.0,3.0,3.0
610,2013-03-18 06:00:00,3.0,3.0,3.0
611,2013-03-18 09:00:00,3.0,3.0,3.0
612,2013-03-18 12:00:00,3.0,3.0,3.0
613,2013-03-18 15:00:00,3.0,3.0,3.0
614,2013-03-18 18:00:00,3.0,3.0,3.0
615,2013-03-18 21:00:00,3.0,3.0,3.0
616,2013-03-19 00:00:00,3.0,3.0,3.0
617,2013-03-19 03:00:00,3.0,3.0,3.0
618,2013-03-19 06:00:00,3.0,3.0,3.0
619,2013-03-19 09:00:00,3.0,3.0,3.0
620,2013-03-19 12:00:00,3.0,3.0,3.0
621,2013-03-19 15:00:00,3.0,3.0,3.0
622,2013-03-19 18:00:00,3.0,3.0,3.0
623,2013-03-19 21:00:00,3.0,3.0,3.0
624,2013-03-20 00:00:00,3.0,3.0,3.0
625,2013-03-20 03:00:00,3.0,3.0,3.0
626,2013-03-20 06:00:00,3.0,3.0,3.0
627,2013-03-20 09:00:00,3.0,3.0,3.0
628,2013-03-20 12:00:00,3.0,3.0,3.0
629,2013-03-20 15:00:00,3.0,3.0,3.0
630,2013-03-20 18:00:00,3.0,3.0,3.0
631,2013-03-20 21:00:00,3.0,3.0,3.0
632,2013-03-21 00:00:00,3.0,3.0,3.0
633,2013-03-21 03:00:00,3.0,3.0,3.0
634,2013-03-21 06:00:00,3.0,3.0,3.0
635,2013-03-21 09:00:00,3.0,3.0,3.0
636,2013-03-21 12:00:00,3.0,3.0,3.0
637,2013-03-21 15:00:00,3.0,3.0,3.0
638,2013-03-21 18:00:00,3.0,3.0,3.0
639,2013-03-21 21:00:00,3.0,3.0,3.0
640,2013-03-22 00:00:00,3.0,3.0,3.0
641,2013-03-22 03:00:00,3.0,3.0,3.0
642,2013-03-22 06:00:00,3.0,3.0,3.0
643,2013-03-22 09:00:00,3.0,3.0,3.0
644,2013-03-22 12:00:00,3.0,3.0,3.0
645,2013-03-22 15:00:00,3.0,3.0,3.0
646,2013-03-22 18:00:00,3.0,3.0,3.0
647,2013-03-22 21:00:00,3.0,3.0,3.0
648,2013-03-23 00:00:00,3.0,3.0,3.0
649,2013-03-23 03:00:00,3.0,3.0,3.0
650,2013-03-23 06:00:00,3.0,3.0,3.0
651,2013-03-23 09:00:00,3.0,3.0,3.0
652,2013-03-23 12:00:00,3.0,3.0,3.0
653,2013-03-23 15:00:00,3.0,3.0,3.0
654,2013-03-23 18:00:00,3.0,3.0,3.0
655,2013-03-23 21:00:00,3.0,3.0,3.0
656,2013-03-24 00:00:00,3.0,3.0,3.0
657,2013-03-24 03:00:00,3.0,3.0,3.0
658,2013-03-24 06:00:00,3.0,3.0,3.0
659,2013-03-24 09:00:00,3.0,3.0,3.0
660,2013-03-24 12:00:00,3.0,3.0,3.0
661,2013-03-24 15:00:00,3.0,3.0,3.0
662,2013-03-24 18:00:00,3.0,3.0,3.0
663,2013-03-24 21:00:00,3.0,3.0,3.0
664,2013-03-25 00:00:00,3.0,3.0,3.0
665,2013-03-25 03:00:00,3.0,3.0,3.0
666,2013-03-25 06:00:00,3.0,3.0,3.0
667,2013-03-25 09:00:00,3.0,3.0,3.0
668,2013-03-25 12:00:00,3.0,3.0,3.0
669,2013-03-25 15:00:00,3.0,3.0,3.0
670,2013-03-25 18:00:00,3.0,3.0,3.0
671,2013-03-25 21:00:00,3.0,3.0,3.0
672,2013-03-26 00:00:00,3.0,3.0,3.0
673,2013-03-26 03:00:00,3.0,3.0,3.0
674,2013-03-26 06:00:00,3.0,3.0,3.0
675,2013-03-26 09:00:00,3.0,3.0,3.0
676,2013-03-26 12:00:00,3.0,3.0,3.0
677,2013-03-26 15:00:00,3.0,3.0,3.0
678,2013-03-26 18:00:00,3.0,3.0,3.0
679,2013-03-26 21:00:00,3.0,3.0,3.0
680,2013-03-27 00:00:00,3.0,3.0,3.0
681,2013-03-27 03:00:00,3.0,3.0,3.0
682,2013-03-27 06:00:00,3.0,3.0,3.0
683,2013-03-27 09:00:00,3.0,3.0,3.0
684,2013-03-27 12:00:00,3.0,3.0,3.0
685,2013-03-27 15:00:00,3.0,3.0,3.0
686,2013-03-27 18:00:00,3.0,3.0,3.0
687,2013-03-27 21:00:00,3.0,3.0,3.0
688,2013-03-28 00:00:00,3.0,3.0,3.0
689,2013-03-28 03:00:00,3.0,3.0,3.0
690,2013-03-28 06:00:00,3.0,3.0,3.0
691,2013-03-28 09:00:00,3.0,3.0,3.0
692,2013-03-28 12:00:00,3.0,3.0,3.0
693,2013-03-28 15:00:00,3.0,3.0,3.0
694,2013-03-28 18:00:00,3.0,3.0,3.0
695,2013-03-28 21:00:00,3.0,3.0,3.0
696,2013-03-29 00:00:00,3.0,3.0,3.0
697,2013-03-29 03:00:00,3.0,3.0,3.0
698,2013-03-29 06:00:00,3.0,3.0,3.0
699,2013-03-29 09:00:00,3.0,3.0,3.0
700,2013-03-29 12:00:00,3.0,3.0,3.0
701,2013-03-29 15:00:00,3.0,3.0,3.0
702,2013-03-29 18:00:00,3.0,3.0,3.0
703,2013-03-29 21:00:00,3.0,3.0,3.0
704,2013-03-30 00:00:00,3.0,3.0,3.0
705,2013-03-30 03:00:00,3.0,3.0,3.0
706,2013-03-30 06:00:00,3.0,3.0,3.0
707,2013-03-30 09:00:00,3.0,3.0,3.0
708,2013-03-30 12:00:00,3.0,3.0,3.0
709,2013-03-30 15:00:00,3.0,3.0,3.0
710,2013-03-30 18:00:00,3.0,3.0,3.0
711,2013-03-30 21:00:00,3.0,3.0,3.0
712,2013-03-31 00:00:00,3.0,3.0,3.0
713,2013-03-31 03:00:00,3.0,3.0,3.0
714,2013-03-31 06:00:00,3.0,3.0,3.0
715,2013-03-31 09:00:00,3.0,3.0,3.0
716,2013-03-31 12:00:00,3.0,3.0,3.0
717,2013-03-31 15:00:00,3.0,3.0,3.0
718,2013-03-31 18:00:00,3.0,3.0,3.0
719,2013-03-31 21:00:00,3.0,3.0,3.0
720,2013-04-01 00:00:00,3.0,3.0,3.0
721,2013-04-01 03:00:00,3.0,3.0,3.0
722,2013-04-01 06:00:00,3.0,3.0,3.0
723,2013-04-01 09:00:00,3.0,3.0,3.0
724,2013-04-01 12:00:00,3.0,3.0,3.0
725,2013-04-01 15:00:00,3.0,3.0,3.0
726,2013-04-01 18:00:00,3.0,3.0,3.0
727,2013-04-01 21:00:00,3.0,3.0,3.0
728,2013-04-02 00:00:00,3.0,3.0,3.0
729,2013-04-02 03:00:00,3.0,3.0,3.0
730,2013-04-02 06:00:00,3.0,3.0,3.0
731,2013-04-02 09:00:00,3.0,3.0,3.0
732,2013-04-02 12:00:00,3.0,3.0,3.0
733,2013-04-02 15:00:00,3.0,3.0,3.0
734,2013-04-02 18:00:00,3.0,3.0,3.0
735,2013-04-02 21:00:00,3.0,3.0,3.0
736,2013-04-03 00:00:00,3.0,3.0,3.0
737,2013-04-03 03:00:00,3.0,3.0,3.0
738,2013-04-03 06:00:00,3.0,3.0,3.0
739,2013-04-03 09:00:00,3.0,3.0,3.0
740,2013-04-03 12:00:00,3.0,3.0,3.0
741,2013-04-03 15:00:00,3.0,3.0,3.0
742,2013-04-03 18:00:00,3.0,3.0,3.0
743,2013-04-03 21:00:00,3.0,3.0,3.0
744,2013-04-04 00:00:00,3.0,3.0,3.0
745,2013-04-04 03:00:00,3.0,3.0,3.0
746,2013-04-04 06:00:00,3.0,3.0,3.0
747,2013-04-04 09:00:00,3.0,3.0,3.0
748,2013-04-04 12:00:00,3.0,3.0,3.0
749,2013-04-04 15:00:00,3.0,3.0,3.0
750,2013-04-04 18:00:00,3.0,3.0,3.0
751,2013-04-04 21:00:00,3.0,3.0,3.0
752,2013-04-05 00:00:00,3.0,3.0,3.0
753,2013-04-05 03:00:00,3.0,3.0,3.0
754,2013-04-05 06:00:00,3.0,3.0,3.0
755,2013-04-05 09:00:00,3.0,3.0,3.0
756,2013-04-05 12:00:00,3.0,3.0,3.0
757,2013-04-05 15:00:00,3.0,3.0,3.0
758,2013-04-05 18:00:00,3.0,3.0,3.0
759,2013-04-05 21:00:00,3.0,3.0,3.0
760,2013-04-06 00:00:00,3.0,3.0,3.0
761,2013-04-06 03:00:00,3.0,3.0,3.0
762,2013-04-06 06:00:00,3.0,3.0,3.0
763,2013-04-06 09:00:00,3.0,3.0,3.0
764,2013-04-06 12:00:00,3.0,3.0,3.0
765,2013-04-06 15:00:00,3.0,3.0,3.0
766,2013-04-06 18:00:00,3.0,3.0,3.0
767,2013-04-06 21:00:00,3.0,3.0,3.0
768,2013-04-07 00:00:00,3.0,3.0,3.0
769,2013-04-07 03:00:00,3.0,3.0,3.0
770,2013-04-07 06:00:00,3.0,3.0,3.0
771,2013-04-07 09:00:00,3.0,3.0,3.0
772,2013-04-07 12:00:00,3.0,3.0,3.0
773,2013-04-07 15:00:00,3.0,3.0,3.0
774,2013-04-07 18:00:00,3.0,3.0,3.0
775,2013-04-07 21:00:00,3.0,3.0,3.0
776,2013-04-08 00:00:00,3.0,3.0,3.0
777,2013-04-08 03:00:00,3.0,3.0,3.0
778,2013-04-08 06:00:00,3.0,3.0,3.0
779,2013-04-08 09:00:00,3.0,3.0,3.0
780,2013-04-08 12:00:00,3.0,3.0,3.0
781,2013-04-08 15:00:00,3.0,3.0,3.0
782,2013-04-08 18:00:00,3.0,3.0,3.0
783,2013-04-08 21:00:00,3.0,3.0,3.0
784,2013-04-09 00:00:00,3.0,3.0,3.0
785,2013-04-09 03:00:00,3.0,3.0,3.0
786,2013-04-09 06:00:00,3.0,3.0,3.0
787,2013-04-09 09:00:00,3.0,3.0,3.0
788,2013-04-09 12:00:00,3.0,3.0,3.0
789,2013-04-09 15:00:00,3.0,3.0,3.0
790,2013-04-09 18:00:00,3.0,3.0,3.0
791,2013-04-09 21:00:00,3.0,3.0,3.0
792,2013-04-10 00:00:00,3.0,3.0,3.0
793,2013-04-10 03:00:00,3.0,3.0,3.0
794,2013-04-10 06:00:00,3.0,3.0,3.0
795,2013-04-10 09:00:00,3.0,3.0,3.0
796,2013-04-10 12:00:00,3.0,3.0,3.0
797,2013-04-10 15:00:00,3.0,3.0,3.0
798,2013-04-10 18:00:00,3.0,3.0,3.0
799,2013-04-10 21:00:00,3.0,3.0,3.0
800,2013-04-11 00:00:00,3.0,3.0,3.0
801,2013-04-11 03:00:00,3.0,3.0,3.0
802,2013-04-11 06:00:00,3.0,3.0,3.0
803,2013-04-11 09:00:00,3.0,3.0,3.0
804,2013-04-11 12:00:00,3.0,3.0,3.0
805,2013-04-11 15:00:00,3.0,3.0,3.0
806,2013-04-11 18:00:00,3.0,3.0,3.0
807,2013-04-11 21:00:00,3.0,3.0,3.0
808,2013-04-12 00:00:00,3.0,3.0,3.0
809,2013-04-12 03:00:00,3.0,3.0,3.0
810,2013-04-12 06:00:00,3.0,3.0,3.0
811,2013-04-12 09:00:00,3.0,3.0,3.0
812,2013-04-12 12:00:00,3.0,3.0,3.0
813,2013-04-12 15:00:00,3.0,3.0,3.0
814,2013-04-12 18:00:00,3.0,3.0,3.0
815,2013-04-12 21:00:00,3.0,3.0,3.0
816,2013-04-13 00:00:00,3.0,3.0,3.0
817,2013-04-13 03:00:00,3.0,3.0,3.0
818,2013-04-13 06:00:00,3.0,3.0,3.0
819,2013-04-13 09:00:00,3.0,3.0,3.0
820,2013-04-13 12:00:00,3.0,3.0,3.0
821,2013-04-13 15:00:00,3.0,3.0,3.0
822,2013-04-13 18:00:00,3.0,3.0,3.0
823,2013-04-13 21:00:00,3.0,3.0,3.0
824,2013-04-14 00:00:00,3.0,3.0,3.0
825,2013-04-14 03:00:00,3.0,3.0,3.0
826,2013-04-14 06:00:00,3.0,3.0,3.0
827,2013-04-14 09:00:00,3.0,3.0,3.0
828,2013-04-14 12:00:00,3.0,3.0,3.0
829,2013-04-14 15:00:00,3.0,3.0,3.0
830,2013-04-14 18:00:00,3.0,3.0,3.0
831,2013-04-14 21:00:00,3.0,3.0,3.0
832,2013-04-15 00:00:00,3.0,3.0,3.0
833,2013-04-15 03:00:00,3.0,3.0,3.0
834,2013-04-15 06:00:00,3.0,3.0,3.0
835,2013-04-15 09:00:00,3.0,3.0,3.0
836,2013-04-15 12:00:00,3.0,3.0,3.0
837,2013-04-15 15:00:00,3.0,3.0,3.0
838,2013-04-15 18:00:00,3.0,3.0,3.0
839,2013-04-15 21:00:00,3.0,3.0,3.0
840,2013-04-16 00:00:00,3.0,3.0,3.0
841,2013-04-16 03:00:00,3.0,3.0,3.0
842,2013-04-16 06:00:00,3.0,3.0,3.0
843,2013-04-16 09:00:00,3.0,3.0,3.0
844,2013-04-16 12:00:00,3.0,3.0,3.0
845,2013-04-16 15:00:00,3.0,3.0,3.0
846,2013-04-16 18:00:00,3.0,3.0,3.0
847,2013-04-16 21:00:00,3.0,3.0,3.0
848,2013-04-17 00:00:00,3.0,3.0,3.0
849,2013-04-17 03:00:00,3.0,3.0,3.0
850,2013-04-17 06:00:00,3.0,3.0,3.0
851,2013-04-17 09:00:00,3.0,3.0,3.0
852,2013-04-17 12:00:00,3.0,3.0,3.0
853,2013-04-17 15:00:00,3.0,3.0,3.0
854,2013-04-17 18:00:00,3.0,3.0,3.0
855,2013-04-17 21:00:00,3.0,3.0,3.0
856,2013-04-18 00:00:00,3.0,3.0,3.0
857,2013-04-18 03:00:00,3.0,3.0,3.0
858,2013-04-18 06:00:00,3.0,3.0,3.0
859,2013-04-18 09:00:00,3.0,3.0,3.0
860,2013-04-18 12:00:00,3.0,3.0,3.0
861,2013-04-18 15:00:00,3.0,3.0,3.0
862,2013-04-18 18:00:00,3.0,3.0,3.0
863,2013-04-18 21:00:00,3.0,3.0,3.0
864,2013-04-19 00:00:00,3.0,3.0,3.0
865,2013-04-19 03:00:00,3.0,3.0,3.0
866,2013-04-19 06:00:00,3.0,3.0,3.0
867,2013-04-19 09:00:00,3.0,3.0,3.0
868,2013-04-19 12:00:00,3.0,3.0,3.0
869,2013-04-19 15:00:00,3.0,3.0,3.0
870,2013-04-19 18:00:00,3.0,3.0,3.0
871,2013-04-19 21:00:00,3.0,3.0,3.0
872,2013-04-20 00:00:00,3.0,3.0,3.0
873,2013-04-20 03:00:00,3.0,3.0,3.0
874,2013-04-20 06:00:00,3.0,3.0,3.0
875,2013-04-20 09:00:00,3.0,3.0,3.0
876,2013-04-20 12:00:00,3.0,3.0,3.0
877,2013-04-20 15:00:00,3.0,3.0,3.0
878,2013-04-20 18:00:00,3.0,3.0,3.0
879,2013-04-20 21:00:00,3.0,3.0,3.0
880,2013-04-21 00:00:00,3.0,3.0,3.0
881,2013-04-21 03:00:00,3.0,3.0,3.0
882,2013-04-21 06:00:00,3.0,3.0,3.0
883,2013-04-21 09:00:00,3.0,3.0,3.0
884,2013-04-21 12:00:00,3.0,3.0,3.0
885,2013-04-21 15:00:00,3.0,3.0,3.0
886,2013-04-21 18:00:00,3.0,3.0,3.0
887,2013-04-21 21:00:00,3.0,3.0,3.0
888,2013-04-22 00:00:00,3.0,3.0,3.0
889,2013-04-22 03:00:00,3.0,3.0,3.0
890,2013-04-22 06:00:00,3.0,3.0,3.0
891,2013-04-22 09:00:00,3.0,3.0,3.0
892,2013-04-22 12:00:00,3.0,3.0,3.0
893,2013-04-22 15:00:00,3.0,3.0,3.0
894,2013-04-22 18:00:00,3.0,3.0,3.0
895,2013-04-22 21:00:00,3.0,3.0,3.0
896,2013-04-23 00:00:00,3.0,3.0,3.0
897,2013-04-23 03:00:00,3.0,3.0,3.0
898,2013-04-23 06:00:00,3.0,3.0,3.0
899,2013-04-23 09:00:00,3.0,3.0,3.0
900,2013-04-23 12:00:00,3.0,3.0,3.0
901,2013-04-23 15:00:00,3.0,3.0,3.0
902,2013-04-23 18:00:00,3.0,3.0,3.0
903,2013-04-23 21:00:00,3.0,3.0,3.0
904,2013-04-24 00:00:00,3.0,3.0,3.0
905,2013-04-24 03:00:00,3.0,3.0,3.0
906,2013-04-24 06:00:00,3.0,3.0,3.0
907,2013-04-24 09:00:00,3.0,3.0,3.0
908,2013-04-24 12:00:00,3.0,3.0,3.0
909,2013-04-24 15:00:00,3.0,3.0,3.0
910,2013-04-24 18:00:00,3.0,3.0,3.0
911,2013-04-24 21:00:00,3.0,3.0,3.0
912,2013-04-25 00:00:00,3.0,3.0,3.0
913,2013-04-25 03:00:00,3.0,3.0,3.0
914,2013-04-25 06:00:00,3.0,3.0,3.0
915,2013-04-25 09:00:00,3.0,3.0,3.0
916,2013-04-25 12:00:00,3.0,3.0,3.0
917,2013-04-25 15:00:00,3.0,3.0,3.0
918,2013-04-25 18:00:00,3.0,3.0,3.0
919,2013-04-25 21:00:00,3.0,3.0,3.0
920,2013-04-26 00:00:00,3.0,3.0,3.0
921,2013-04-26 03:00:00,3.0,3.0,3.0
922,2013-04-26 06:00:00,3.0,3.0,3.0
923,2013-04-26 09:00:00,3.0,3.0,3.0
924,2013-04-26 12:00:00,3.0,3.0,3.0
925,2013-04-26 15:00:00,3.0,3.0,3.0
926,2013-04-26 18:00:00,3.0,3.0,3.0
927,2013-04-26 21:00:00,3.0,3.0,3.0
928,2013-04-27 00:00:00,3.0,3.0,3.0
929,2013-04-27 03:00:00,3.0,3.0,3.0
930,2013-04-27 06:00:00,3.0,3.0,3.0
931,2013-04-27 09:00:00,3.0,3.0,3.0
932,2013-04-27 12:00:00,3.0,3.0,3.0
933,2013-04-27 15:00:00,3.0,3.0,3.0
934,2013-04-27 18:00:00,3.0,3.0,3.0
935,2013-04-27 21:00:00,3.0,3.0,3.0
936,2013-04-28 00:00:00,3.0,3.0,3.0
937,2013-04-28 03:00:00,3.0,3.0,3.0
938,2013-04-28 06:00:00,3.0,3.0,3.0
939,2013-04-28 09:00:00,3.0,3.0,3.0
940,2013-04-28 12:00:00,3.0,3.0,3.0
941,2013-04-28 15:00:00,3.0,3.0,3.0
942,2013-04-28 18:00:00,3.0,3.0,3.0
943,2013-04-28 21:00:00,3.0,3.0,3.0
944,2013-04-29 00:00:00,3.0,3.0,3.0
945,2013-04-29 03:00:00,3.0,3.0,3.0
946,2013-04-29 06:00:00,3.0,3.0,3.0
947,2013-04-29 09:00:00,3.0,3.0,3.0
948,2013-04-29 12:00:00,3.0,3.0,3.0
949,2013-04-29 15:00:00,3.0,3.0,3.0
950,2013-04-29 18:00:00,3.0,3.0,3.0
951,2013-04-29 21:00:00,3.0,3.0,3.0
952,2013-04-30 00:00:00,3.0,3.0,3.0
953,2013-04-30 03:00:00,3.0,3.0,3.0
954,2013-04-30 06:00:00,3.0,3.0,3.0
955,2013-04-30 09:00:00,3.0,3.0,3.0
956,2013-04-30 12:00:00,3.0,3.0,3.0
957,2013-04-30 15:00:00,3.0,3.0,3.0
958,2013-04-30 18:00:00,3.0,3.0,3.0
959,2013-04-30 21:00:00,3.0,3.0,3.0
960,2013-05-01 00:00:00,3.0,3.0,3.0
961,2013-05-01 03:00:00,3.0,3.0,3.0
962,2013-05-01 06:00:00,3.0,3.0,3.0
963,2013-05-01 09:00:00,3.0,3.0,3.0
964,2013-05-01 12:00:00,3.0,3.0,3.0
965,2013-05-01 15:00:00,3.0,3.0,3.0
966,2013-05-01 18:00:00,3.0,3.0,3.0
967,2013-05-01 21:00:00,3.0,3.0,3.0
968,2013-05-02 00:00:00,3.0,3.0,3.0
969,2013-05-02 03:00:00,3.0,3.0,3.0
970,2013-05-02 06:00:00,3.0,3.0,3.0
971,2013-05-02 09:00:00,3.0,3.0,3.0
972,2013-05-02 12:00:00,3.0,3.0,3.0
973,2013-05-02 15:00:00,3.0,3.0,3.0
974,2013-05-02 18:00:00,3.0,3.0,3.0
975,2013-05-02 21:00:00,3.0,3.0,3.0
976,2013-05-03 00:00:00,3.0,3.0,3.0
977,2013-05-03 03:00:00,3.0,3.0,3.0
978,2013-05-03 06:00:00,3.0,3.0,3.0
979,2013-05-03 09:00:00,3.0,3.0,3.0
980,2013-05-03 12:00:00,3.0,3.0,3.0
981,2013-05-03 15:00:00,3.0,3.0,3.0
982,2013-05-03 18:00:00,3.0,3.0,3.0
983,2013-05-03 21:00:00,3.0,3.0,3.0
984,2013-05-04 00:00:00,3.0,3.0,3.0
985,2013-05-04 03:00:00,3.0,3.0,3.0
986,2013-05-04 06:00:00,3.0,3.0,3.0
987,2013-05-04 09:00:00,3.0,3.0,3.0
988,2013-05-04 12:00:00,3.0,3.0,3.0
989,2013-05-04 15:00:00,3.0,3.0,3.0
990,2013-05-04 18:00:00,3.0,3.0,3.0
991,2013-05-04 21:00:00,3.0,3.0,3.0
992,2013-05-05 00:00:00,3.0,3.0,3.0
993,2013-05-05 03:00:00,3.0,3.0,3.0
994,2013-05-05 06:00:00,3.0,3.0,3.0
995,2013-05-05 09:00:00,3.0,3.0,3.0
996,2013-05-05 12:00:00,3.0,3.0,3.0
997,2013-05-05 15:00:00,3.0,3.0,3.0
998,2013-05-05 18:00:00,3.0,3.0,3.0
999,2013-05-05 21:00:00,3.0,3.0,3.0
1000,2013-05-06 00:00:00,3.0,3.0,3.0
1001,2013-05-06 03:00:00,3.0,3.0,3.0
1002,2013-05-06 06:00:00,3.0,3.0,3.0
1003,2013-05-06 09:00:00,3.0,3.0,3.0
1004,2013-05-06 12:00:00,3.0,3.0,3.0
1005,2013-05-06 15:00:00,3.0,3.0,3.0
1006,2013-05-06 18:00:00,3.0,3.0,3.0
1007,2013-05-06 21:00:00,3.0,3.0,3.0
1008,2013-05-07 00:00:00,3.0,3.0,3.0
1009,2013-05-07 03:00:00,3.0,3.0,3.0
1010,2013-05-07 06:00:00,3.0,3.0,3.0
1011,2013-05-07 09:00:00,3.0,3.0,3.0
1012,2013-05-07 12:00:00,3.0,3.0,3.0
1013,2013-05-07 15:00:00,3.0,3.0,3.0
1014,2013-05-07 18:00:00,3.0,3.0,3.0
1015,2013-05-07 21:00:00,3.0,3.0,3.0
1016,2013-05-08 00:00:00,3.0,3.0,3.0
1017,2013-05-08 03:00:00,3.0,3.0,3.0
1018,2013-05-08 06:00:00,3.0,3.0,3.0
1019,2013-05-08 09:00:00,3.0,3.0,3.0
1020,2013-05-08 12:00:00,3.0,3.0,3.0
1021,2013-05-08 15:00:00,3.0,3.0,3.0
1022,2013-05-08 18:00:00,3.0,3.0,3.0
1023,2013-05-08 21:00:00,3.0,3.0,3.0
1024,2013-05-09 00:00:00,3.0,3.0,3.0
1025,2013-05-09 03:00:00,3.0,3.0,3.0
1026,2013-05-09 06:00:00,3.0,3.0,3.0
1027,2013-05-09 09:00:00,3.0,3.0,3.0
1028,2013-05-09 12:00:00,3.0,3.0,3.0
1029,2013-05-09 15:00:00,3.0,3.0,3.0
1030,2013-05-09 18:00:00,3.0,3.0,3.0
1031,2013-05-09 21:00:00,3.0,3.0,3.0
1032,2013-05-10 00:00:00,3.0,3.0,3.0
