,KE0 0 battery charger,KE0 1 battery charger,KE0 2 battery charger,KE0 3 battery charger,KE0 4 battery charger,KE0 5 battery charger,KE0 6 battery charger,KE0 7 battery charger,KE0 8 battery charger,KE1 0 battery charger,KE0 0 battery discharger,KE0 1 battery discharger,KE0 2 battery discharger,KE0 3 battery discharger,KE0 4 battery discharger,KE0 5 battery discharger,KE0 6 battery discharger,KE0 7 battery discharger,KE0 8 battery discharger,KE1 0 battery discharger
668,-1.1047219303562714e-09,-1.1063182282762432e-09,-1.1075352764684334e-09,-1.0973942518598583e-09,-1.1071365797889505e-09,-1.1057933725434206e-09,-1.1101197962330925e-09,-1.1062868928212435e-09,-1.1076376911689836e-09,-103.17953024792418,-1.2049841984782778e-09,-1.2026334423142326e-09,-1.2014231543158818e-09,-1.2141702202798382e-09,-1.2021534682348245e-09,-1.2038143447938093e-09,-1.198133263883797e-09,-1.2030696699304213e-09,-1.201048275340208e-09,-5.553094865334628e-11
669,-4.455806219654699e-11,-4.456172879647257e-11,-4.456436695573694e-11,-4.4541386819537936e-11,-4.456347985569386e-11,-4.456040633356212e-11,-4.457024235245419e-11,-4.456157649866508e-11,-4.4564663208464884e-11,-6.781555235639337e-10,-2.962424842910665e-09,-2.962146653284084e-09,-2.9622556927437793e-09,-2.9628366136358807e-09,-2.9624128505807e-09,-2.962479325417117e-09,-2.9621246695317467e-09,-2.9623722692351127e-09,-2.9621417630261636e-09,-48.921937971521444
670,-5.559910110648097e-10,-5.565262548733019e-10,-5.56879007175071e-10,-5.535560508968915e-10,-5.567827284121633e-10,-5.562928353288887e-10,-5.57756885840858e-10,-5.565072719377927e-10,-5.569087106948782e-10,-6.781555243046822e-10,-2.1577562262250833e-09,-2.156114656110317e-09,-2.155313763207622e-09,-2.163633361053744e-09,-2.1560149194360794e-09,-2.156905153930103e-09,-2.1532989859729885e-09,-2.1565407452088515e-09,-2.154959401571773e-09,-60.86026825778541
671,-1.104753880242131e-09,-1.1063494187449407e-09,-1.1075468352859708e-09,-1.097460266321007e-09,-1.107165200602642e-09,-1.1058182930770935e-09,-1.1101613623414562e-09,-1.1063185941006599e-09,-1.1076525733726642e-09,-6.781555235883012e-10,-1.2049212743854983e-09,-1.2025921004754398e-09,-1.201343382753463e-09,-1.2141008343257734e-09,-1.2020931524260288e-09,-1.203753778374202e-09,-1.1980822138933867e-09,-1.203024110669031e-09,-1.2010038650460302e-09,-49.954579382066505
672,-1.1047379755951943e-09,-1.1063293081161026e-09,-1.1075428225335767e-09,-1.0974108914721744e-09,-1.1071473683036613e-09,-1.1058042637968752e-09,-1.1101266185692745e-09,-1.1062983815333935e-09,-1.107642633482237e-09,-6.78155523455644e-10,-1.204910061500099e-09,-1.2025813993089196e-09,-1.2013706484729937e-09,-1.214141379704584e-09,-1.202082561925178e-09,-1.203748118463539e-09,-1.198114509640086e-09,-1.2030134021207267e-09,-1.2009995612403976e-09,-49.30521056531834
673,-1.104756745592261e-09,-1.1063440572844602e-09,-1.1075641846045758e-09,-1.0974272702969604e-09,-1.1071696502025522e-09,-1.1058160353743969e-09,-1.1101346603051387e-09,-1.1063134525609873e-09,-1.1076549640552337e-09,-6.78155523205198e-10,-1.2049587197103605e-09,-1.2026287914974947e-09,-1.2014314741647282e-09,-1.2141774128747189e-09,-1.2021426349316259e-09,-1.2037852334478187e-09,-1.1981602037495197e-09,-1.2030618606673803e-09,-1.201041238164122e-09,-45.96931248662296
674,-1.1047189701365612e-09,-1.1063065678589442e-09,-1.1075303446771175e-09,-1.0973986092168491e-09,-1.107132496170627e-09,-1.1057885195733839e-09,-1.1101283556051295e-09,-1.1062758265915666e-09,-1.107638602274239e-09,-100.63898601321354,-1.2049079164504923e-09,-1.2025639049369216e-09,-1.2013507764814985e-09,-1.2140805017119141e-09,-1.2020763709924e-09,-1.2037360304858126e-09,-1.1980680609303402e-09,-1.202991041211509e-09,-1.2009997645107508e-09,-7.064120563244517e-10
675,-1.1047540317531507e-09,-1.106359513666263e-09,-1.1075530762706914e-09,-1.0975318027488088e-09,-1.1071409620422056e-09,-1.1058443905892714e-09,-1.1101893914524835e-09,-1.1063201858858272e-09,-1.1076830451905802e-09,-103.17953024792418,-1.2052027777808927e-09,-1.2027714329629336e-09,-1.2016646113907733e-09,-1.2145627726232723e-09,-1.2023501595535063e-09,-1.2039806107833709e-09,-1.1984516473628366e-09,-1.2032183548136035e-09,-1.201231251454985e-09,-5.5530948732718046e-11
676,-1.1047127821242498e-09,-1.1063057641664767e-09,-1.1075197987844364e-09,-1.0973949307345743e-09,-1.1071258959148606e-09,-1.105789050899286e-09,-1.110119636549787e-09,-1.1062751405909512e-09,-1.1076304919584117e-09,-103.17953024792418,-1.2051232473714517e-09,-1.2027245503204493e-09,-1.2015555336185312e-09,-1.2142994560075192e-09,-1.2022564426812336e-09,-1.2038646206387748e-09,-1.1982201493993433e-09,-1.2031613163346375e-09,-1.2011492426841097e-09,-5.553094861700077e-11
677,-4.455830150599031e-11,-4.4561976237623796e-11,-4.4564585409739344e-11,-4.454165646743096e-11,-4.456372202661662e-11,-4.456062708169406e-11,-4.4570495674669984e-11,-4.4561825138544254e-11,-4.4564871869197465e-11,-6.781555236040115e-10,-2.962424763406207e-09,-2.9621465748422843e-09,-2.9622556113323528e-09,-2.9628365565506797e-09,-2.9624127689391326e-09,-2.9624792777433264e-09,-2.962124597193876e-09,-2.962372191002538e-09,-2.9621417121039436e-09,-49.303619339673105
678,-5.558527173804676e-10,-5.563883014591305e-10,-5.56743719358135e-10,-5.534196201534367e-10,-5.566498192186578e-10,-5.561734314381666e-10,-5.576364350204342e-10,-5.563689000646088e-10,-5.567929644453845e-10,-6.781555241953649e-10,-2.1579379193138003e-09,-2.156345214958186e-09,-2.1558393939846844e-09,-2.1637681848088323e-09,-2.1561717050656124e-09,-2.157101301318125e-09,-2.15344069762659e-09,-2.1567767096301176e-09,-2.1551365699121678e-09,-60.9118557677931
679,-1.104728056960523e-09,-1.1063225793366087e-09,-1.1075332315256973e-09,-1.0974306391803802e-09,-1.1071394606514091e-09,-1.1057989971178601e-09,-1.1101400965805202e-09,-1.1062918417799953e-09,-1.107636592465413e-09,-6.781555235350421e-10,-1.2049215896163026e-09,-1.2025966725095159e-09,-1.2013518273306256e-09,-1.2141002099160251e-09,-1.2020949325843066e-09,-1.2037529652364994e-09,-1.1980808319494832e-09,-1.2030294346667513e-09,-1.2010008023792e-09,-50.15457145744156
680,-1.1047276176022606e-09,-1.106316809478892e-09,-1.1075309753803117e-09,-1.097403735437914e-09,-1.1071373057644853e-09,-1.1057971431028803e-09,-1.110121383989644e-09,-1.106285867116804e-09,-1.1076351348032986e-09,-6.781555234358115e-10,-1.2049319376353639e-09,-1.2025947025729946e-09,-1.2013798226546983e-09,-1.21410514761354e-09,-1.2021000550172305e-09,-1.2037508736595062e-09,-1.1980827315179676e-09,-1.203027472593954e-09,-1.201002488404832e-09,-49.19911833798479
681,-1.1047269196191238e-09,-1.1063181574304638e-09,-1.107531329084268e-09,-1.097456287165655e-09,-1.107135878865185e-09,-1.1057992680973197e-09,-1.11015032844081e-09,-1.1062874412412646e-09,-1.1076368154890409e-09,-6.781555228147455e-10,-1.205040082770454e-09,-1.2027095866686723e-09,-1.2014382187775264e-09,-1.2142152113214148e-09,-1.202207349724666e-09,-1.2038294222154238e-09,-1.1981988043481008e-09,-1.2031429620042206e-09,-1.2010902442945241e-09,-40.75696284813062
682,-1.104713853688179e-09,-1.1063080844883984e-09,-1.1075222366580559e-09,-1.0973942968763598e-09,-1.1071334527109942e-09,-1.1057876107099396e-09,-1.110119807201042e-09,-1.1062769753773264e-09,-1.1076320117159085e-09,-103.17953024792418,-1.2050019566364943e-09,-1.202653681119272e-09,-1.2014094386340455e-09,-1.2142810983931324e-09,-1.2021882147812086e-09,-1.2038116806678235e-09,-1.1982037680739117e-09,-1.2030815425682006e-09,-1.2010416419131444e-09,-5.5530948673272065e-11
683,-2.76031543719158e-09,-2.7600854337496683e-09,-2.7602147537749618e-09,-2.7605482896722557e-09,-2.7603560765955393e-09,-2.7603898916090466e-09,-2.7601458368309527e-09,-2.760299119408096e-09,-2.7601087437743698e-09,-103.17953024792418,-1.2467398567592041e-10,-1.246385521860427e-10,-1.2461791219593093e-10,-1.2481475750719226e-10,-1.2463010849320274e-10,-1.2465495375535656e-10,-1.245679285449284e-10,-1.2464457111157504e-10,-1.2461326340687083e-10,-5.553094873875375e-11
684,-2.760314487109746e-09,-2.760084515082162e-09,-2.760213961473795e-09,-2.7605479025427558e-09,-2.7603549507677897e-09,-2.76038917834335e-09,-2.7601450750859944e-09,-2.7602981606328864e-09,-2.7601080371605833e-09,-94.33247377622875,-1.246743968368077e-10,-1.2463859099465175e-10,-1.2461920516250134e-10,-1.248156489340576e-10,-1.246305060900528e-10,-1.246550933974512e-10,-1.245697133746337e-10,-1.2464468552435137e-10,-1.2461364383918943e-10,-7.06412021457736e-10
685,-5.558131395067968e-10,-5.563510242169143e-10,-5.567258771650847e-10,-5.533755966053458e-10,-5.566100458593203e-10,-5.561475147363705e-10,-5.575965499821485e-10,-5.56331688806033e-10,-5.567674408198158e-10,-6.781555240036327e-10,-2.158066703580931e-09,-2.1563901446438317e-09,-2.155552379305269e-09,-2.1638069983984556e-09,-2.1563054877239686e-09,-2.1571171494615245e-09,-2.153459943316652e-09,-2.1568196081422137e-09,-2.15518464841481e-09,-57.251774588392486
686,-1.10472387183228e-09,-1.1063156211641997e-09,-1.107524632577811e-09,-1.0974011078925158e-09,-1.1071367022507493e-09,-1.105795139793472e-09,-1.1101219292414125e-09,-1.1062842799863317e-09,-1.107635184324648e-09,-6.781555241792853e-10,-1.2049421754472804e-09,-1.202604031772877e-09,-1.201362578937748e-09,-1.2141330310108574e-09,-1.2021118718802543e-09,-1.203752917753798e-09,-1.1981002587743453e-09,-1.2030348702353357e-09,-1.2010069157823867e-09,-61.07562220604991
687,-1.1047153566940828e-09,-1.1063087840103414e-09,-1.1075221056355389e-09,-1.097424294047272e-09,-1.1071282817150073e-09,-1.1057925743726385e-09,-1.1101327329565804e-09,-1.1062777822544014e-09,-1.1076322487822538e-09,-6.781555235627298e-10,-1.204917766754015e-09,-1.2025955182850375e-09,-1.2013268715490307e-09,-1.2141079604394152e-09,-1.2020926523872798e-09,-1.2037471234980042e-09,-1.1980850340030772e-09,-1.203028244570404e-09,-1.2009983710289792e-09,-50.070693392072485
688,-1.1047139719301202e-09,-1.1063063045585425e-09,-1.1075205646705338e-09,-1.097421886629795e-09,-1.1071260911775766e-09,-1.105790532003594e-09,-1.1101303852550722e-09,-1.1062753011340733e-09,-1.1076312873347062e-09,-6.781555234692618e-10,-1.2049177742804092e-09,-1.2025928567202245e-09,-1.2013250536023357e-09,-1.2141030071572641e-09,-1.2020866261840136e-09,-1.2037452977341673e-09,-1.1980819468737104e-09,-1.203025577031273e-09,-1.2009980752486777e-09,-48.98821732091856
689,-1.1047159330349515e-09,-1.1063071385864978e-09,-1.1075213405030185e-09,-1.0973997512470332e-09,-1.107128185497008e-09,-1.1057924440542013e-09,-1.1101198779097338e-09,-1.1062760144282502e-09,-1.1076334341468684e-09,-6.781555234562553e-10,-1.2049150897991426e-09,-1.2025844466446649e-09,-1.2013470434599344e-09,-1.2141486660221913e-09,-1.2020880892834164e-09,-1.2037413001347784e-09,-1.1981201530823869e-09,-1.2030159971891313e-09,-1.2009978378052239e-09,-49.47406145107577
690,-1.1047134912105086e-09,-1.1063058564053057e-09,-1.1075243975810853e-09,-1.09740555077572e-09,-1.1071280490918592e-09,-1.10579220582549e-09,-1.1101368107460267e-09,-1.1062745001201502e-09,-1.1076361915317922e-09,-59.5138958910323,-1.2049051987835261e-09,-1.2025685306721175e-09,-1.2013225309895138e-09,-1.2140873642094732e-09,-1.2020804092991793e-09,-1.2037301166158325e-09,-1.1980751506659738e-09,-1.2029988243637684e-09,-1.200992009952661e-09,-7.064120045252779e-10
691,-1.1050456332671866e-09,-1.1066734541248847e-09,-1.1077905665050598e-09,-1.0974127207809164e-09,-1.107493099068737e-09,-1.1059956554164324e-09,-1.1103397692965519e-09,-1.106647003031765e-09,-1.1078413284251696e-09,-103.17953024792418,-1.2058394251291668e-09,-1.2036113826793491e-09,-1.2022845884433012e-09,-1.214952322574687e-09,-1.2030587005325128e-09,-1.2047653967074026e-09,-1.1990328005184828e-09,-1.204002049436207e-09,-1.20201258426401e-09,-5.553094866279961e-11
692,-1.1047143508458324e-09,-1.1063058531278147e-09,-1.1075206955701132e-09,-1.0973954738421425e-09,-1.1071274100208869e-09,-1.1057866349294646e-09,-1.1101227544389654e-09,-1.1062756265562364e-09,-1.1076305309727893e-09,-53.474932673409135,-1.2048896091480012e-09,-1.2025547974315654e-09,-1.2013312238124174e-09,-1.2141052009983644e-09,-1.2020664987145583e-09,-1.2037237930652685e-09,-1.198095576587053e-09,-1.2029864029361062e-09,-1.2009869692244782e-09,-7.064120042256538e-10
693,-4.455804991301962e-11,-4.456172818767665e-11,-4.456434927321319e-11,-4.454139155833286e-11,-4.4563472400295427e-11,-4.45603972192762e-11,-4.4570242745007306e-11,-4.456157607883019e-11,-4.4564642502371547e-11,-6.781555240864876e-10,-2.9624248639784074e-09,-2.9621466743557205e-09,-2.9622557059149232e-09,-2.962836625034853e-09,-2.962412873138368e-09,-2.9624793342742408e-09,-2.9621246857015114e-09,-2.9623722906750783e-09,-2.962141772098741e-09,-59.08710627898041
694,-1.1047301485461925e-09,-1.106326363704345e-09,-1.1075472610936727e-09,-1.0974202656352538e-09,-1.1071470364798157e-09,-1.1058104903724236e-09,-1.1101604679575004e-09,-1.1062951646814677e-09,-1.1076638761600915e-09,-6.78155524184246e-10,-1.2051184458517149e-09,-1.2027747744828006e-09,-1.2014943340732677e-09,-1.2142482007122156e-09,-1.2022853924677037e-09,-1.2038472672479874e-09,-1.1982364571765178e-09,-1.2032078836495516e-09,-1.2011001381449841e-09,-61.00761293154761
695,-1.1047131439491637e-09,-1.1063054432133496e-09,-1.1075199902149047e-09,-1.0974169323722412e-09,-1.1071261018721795e-09,-1.1057895727158692e-09,-1.1101300522175494e-09,-1.1062744616571775e-09,-1.1076310944415733e-09,-6.781555235681852e-10,-1.2049166594080284e-09,-1.2025911534765864e-09,-1.2013224914831502e-09,-1.214105487076044e-09,-1.2020895567309452e-09,-1.2037392369394706e-09,-1.1980819323211662e-09,-1.2030230302357577e-09,-1.2009925166753457e-09,-49.88445673350971
696,-1.1047123686958373e-09,-1.106303995825737e-09,-1.107519842855973e-09,-1.0973944429836874e-09,-1.1071255380135066e-09,-1.1057880235822097e-09,-1.110119950138499e-09,-1.1062730804710806e-09,-1.107630321517655e-09,-6.781555234818402e-10,-1.2049150370604832e-09,-1.2025889362767034e-09,-1.201347724566569e-09,-1.2141485137520581e-09,-1.2020884102470661e-09,-1.203738373587819e-09,-1.1981158447936693e-09,-1.2030211479745937e-09,-1.2009917296076195e-09,-48.88485796019947
697,-1.1047133514556015e-09,-1.1063048506788877e-09,-1.107521748705154e-09,-1.097397092327558e-09,-1.1071259258928817e-09,-1.1057908448484186e-09,-1.1101194357074331e-09,-1.10627381767054e-09,-1.1076321761195268e-09,-6.781555235220794e-10,-1.2049123810022472e-09,-1.2025824784001525e-09,-1.201350526437502e-09,-1.2141374757307288e-09,-1.2020832547972994e-09,-1.2037366874496117e-09,-1.1981102482637001e-09,-1.2030137609993894e-09,-1.2009928707156642e-09,-50.27320111643733
698,-1.1047123510777948e-09,-1.1063039169687363e-09,-1.1075288177041523e-09,-1.0973999796411687e-09,-1.1071256446796588e-09,-1.1057895519766815e-09,-1.1101290397280144e-09,-1.106273027035821e-09,-1.1076344986599881e-09,-52.78856293149949,-1.2048966933954536e-09,-1.2025596967579716e-09,-1.2013227394465665e-09,-1.2140727025793995e-09,-1.2020702865370398e-09,-1.2037250142205568e-09,-1.198065584478626e-09,-1.2029896279008158e-09,-1.2009869337684839e-09,-7.064120041792231e-10
699,-1.10484071422541e-09,-1.1064356557665635e-09,-1.1076147197304436e-09,-1.0975104424414823e-09,-1.107225943720404e-09,-1.1058916975312829e-09,-1.1101859886625037e-09,-1.106405389018895e-09,-1.1077280466090633e-09,-103.17953024792418,-1.2050595584089624e-09,-1.2026836155638103e-09,-1.2015118410490561e-09,-1.2142373513938592e-09,-1.2022269464455734e-09,-1.2038877575618e-09,-1.1982284821429116e-09,-1.2031176590980935e-09,-1.2011589606778006e-09,-5.5530948456188323e-11
700,-1.104717640790899e-09,-1.106310012533094e-09,-1.1075200456635906e-09,-1.0973943017760105e-09,-1.1071308485634507e-09,-1.1057872335322658e-09,-1.1101198773337524e-09,-1.1062803277558437e-09,-1.107630458943266e-09,-54.87494666165471,-1.204904640653725e-09,-1.2025688598074059e-09,-1.2013287517972776e-09,-1.2140804809404172e-09,-1.2020791057296615e-09,-1.2037295564230316e-09,-1.19807393449527e-09,-1.203004125452729e-09,-1.2009924101425838e-09,-7.064120042713165e-10
701,-4.455826127564776e-11,-4.4561939846753154e-11,-4.4564532341659434e-11,-4.45415976029552e-11,-4.456368204521331e-11,-4.456058580126118e-11,-4.457043759320287e-11,-4.4561787360495195e-11,-4.456482608630088e-11,-6.781555240164748e-10,-2.962424683956814e-09,-2.9621465016664863e-09,-2.962255569513626e-09,-2.9628365149018633e-09,-2.9624126894780446e-09,-2.9624792299482813e-09,-2.9621245542343035e-09,-2.9623721170566154e-09,-2.9621416627180276e-09,-58.17560480555513
702,-1.104712604625071e-09,-1.106304167465644e-09,-1.107523420385284e-09,-1.0973971388844355e-09,-1.1071261401911092e-09,-1.1057872407114846e-09,-1.1101277081715447e-09,-1.1062732929077823e-09,-1.1076349194049042e-09,-6.781555241735385e-10,-1.2051581227081077e-09,-1.2028434250566706e-09,-1.2015427074694626e-09,-1.214337015663131e-09,-1.2023419835159588e-09,-1.2038977112245198e-09,-1.1983226829188323e-09,-1.2032773281295268e-09,-1.2011379864952012e-09,-61.07059315708041
703,-1.1047136069339835e-09,-1.1063061208993269e-09,-1.1075211659710346e-09,-1.0973957394972638e-09,-1.1071267124075879e-09,-1.1057908505963261e-09,-1.1101195293677187e-09,-1.1062750944650648e-09,-1.1076316229016687e-09,-6.781555236007661e-10,-1.2049213315649868e-09,-1.2025994152834954e-09,-1.2013477360109898e-09,-1.2141497491457792e-09,-1.2020972657747315e-09,-1.2037394515757388e-09,-1.19811730012236e-09,-1.203031387799402e-09,-1.200991568200052e-09,-50.76374082741344
704,-1.1047145729263957e-09,-1.1063054756736225e-09,-1.1075214822567333e-09,-1.0973963235190946e-09,-1.1071270857147147e-09,-1.1057910576826251e-09,-1.1101194341891957e-09,-1.1062744232370456e-09,-1.1076319775674152e-09,-6.781555235268653e-10,-1.2049452545727322e-09,-1.2026096645959807e-09,-1.201359651409977e-09,-1.2141152050505374e-09,-1.2021155966053166e-09,-1.2037444327201821e-09,-1.1980889218285732e-09,-1.2030419085117406e-09,-1.2009972482687156e-09,-49.90594197000362
705,-1.1047164345792118e-09,-1.1063071350370259e-09,-1.1075237844468078e-09,-1.0974423450892469e-09,-1.107127972831956e-09,-1.1057960823261764e-09,-1.1101428373916908e-09,-1.1062761062619574e-09,-1.1076356214794397e-09,-6.781555234061306e-10,-1.205041250120223e-09,-1.2027125823429769e-09,-1.2014050742993894e-09,-1.2142037052286131e-09,-1.202212011978658e-09,-1.2038083101151542e-09,-1.198181240329828e-09,-1.2031458539270224e-09,-1.2010657575097817e-09,-48.78789667944311
706,-1.1047154228477905e-09,-1.1063086028180594e-09,-1.107520040474476e-09,-1.0973948386414128e-09,-1.10712869246702e-09,-1.1057864480510246e-09,-1.1101228255499497e-09,-1.106277620380674e-09,-1.1076303721987317e-09,-99.89760762112859,-1.2050357704641598e-09,-1.2026739585189646e-09,-1.2013967352875837e-09,-1.2142206609202047e-09,-1.2021821852642679e-09,-1.2038003306873562e-09,-1.198168422072032e-09,-1.2031023712414992e-09,-1.201060358481144e-09,-7.064120399862296e-10
707,-2.76031552273118e-09,-2.760085383022017e-09,-2.760214618153947e-09,-2.7605482534573186e-09,-2.7603560731541925e-09,-2.760389786638496e-09,-2.760145794621093e-09,-2.7602990636015378e-09,-2.7601086654502704e-09,-103.17953024792418,-1.2467471201830533e-10,-1.246394223754407e-10,-1.2461874713780665e-10,-1.2481507888901873e-10,-1.2463089568664425e-10,-1.2465565286313426e-10,-1.2456860245739383e-10,-1.2464546530454034e-10,-1.2461403716233825e-10,-5.553094870239549e-11
708,-2.7603155568434944e-09,-2.760085551638759e-09,-2.7602148060745938e-09,-2.7605485901853998e-09,-2.7603560391886205e-09,-2.7603898251446083e-09,-2.760145833362591e-09,-2.760299195118961e-09,-2.760108659869916e-09,-90.57236589212333,-1.2467392293534114e-10,-1.2463840067235254e-10,-1.246190644212542e-10,-1.2481472177353465e-10,-1.246302061665501e-10,-1.2465488536358982e-10,-1.2456933662620477e-10,-1.2464451168265564e-10,-1.2461349389222688e-10,-7.06412013698057e-10
709,-5.558283176235021e-10,-5.563634278552662e-10,-5.567349685206978e-10,-5.533807598072253e-10,-5.566235019763882e-10,-5.561574301504479e-10,-5.575990802572099e-10,-5.563439008342899e-10,-5.567783755057117e-10,-6.781555243237508e-10,-2.158084816855991e-09,-2.156463297484306e-09,-2.1555530459909234e-09,-2.1638300542313655e-09,-2.1563795642687897e-09,-2.157128757979736e-09,-2.1535190804682718e-09,-2.156894435475364e-09,-2.155183610994124e-09,-62.83240676929304
710,-1.1047177294360275e-09,-1.1063089366006197e-09,-1.1075238946423786e-09,-1.0974026663478304e-09,-1.1071303716237498e-09,-1.1057985201813983e-09,-1.1101218126655627e-09,-1.1062777544840883e-09,-1.1076369552814537e-09,-6.781555242209133e-10,-1.204972347191995e-09,-1.2026340490830455e-09,-1.2013735821759716e-09,-1.2141822259783778e-09,-1.20213906586963e-09,-1.2037605449720186e-09,-1.1981390740580734e-09,-1.2030660517669608e-09,-1.2010124455033899e-09,-62.06374172850695
711,-1.1047134602117439e-09,-1.106304810110217e-09,-1.1075205091685533e-09,-1.0974005102724997e-09,-1.1071263496157605e-09,-1.1057925809149468e-09,-1.1101199480621942e-09,-1.1062737357815382e-09,-1.1076323877763891e-09,-6.781555235949422e-10,-1.2049660082988146e-09,-1.2026351473270513e-09,-1.2013699064491826e-09,-1.2141848351737792e-09,-1.2021388094708797e-09,-1.203758694766528e-09,-1.1981450389987085e-09,-1.2030678049325766e-09,-1.201008928386941e-09,-50.51543447257496
712,-1.1047128649421497e-09,-1.1063038969317741e-09,-1.1075198562420338e-09,-1.097422965115172e-09,-1.1071265705117383e-09,-1.105789424495038e-09,-1.1101308978304548e-09,-1.1062730349784138e-09,-1.107630721335152e-09,-6.781555235061046e-10,-1.204933438733433e-09,-1.2026204379384866e-09,-1.201332232830709e-09,-1.214155366241367e-09,-1.2021066168254886e-09,-1.203752397377134e-09,-1.198120985437864e-09,-1.2030535424054968e-09,-1.201003395072006e-09,-49.60288369646904
713,-1.104713716184938e-09,-1.1063045996292632e-09,-1.1075220544153418e-09,-1.0974044833845318e-09,-1.1071259240727378e-09,-1.1057935652087064e-09,-1.1101209746593606e-09,-1.1062735483615267e-09,-1.10763539398099e-09,-6.781555233945249e-10,-1.204951288498905e-09,-1.2026150727510066e-09,-1.2013673916915071e-09,-1.2141647415342927e-09,-1.2021160569439177e-09,-1.2037492036343248e-09,-1.1981302568866084e-09,-1.2030471978225697e-09,-1.2010089511472202e-09,-48.593160065704595
714,-1.1047130993148626e-09,-1.1063040272693372e-09,-1.1075204543205e-09,-1.0973941465895572e-09,-1.1071258017029316e-09,-1.1057895427548456e-09,-1.1101194416796865e-09,-1.106273136335298e-09,-1.107632105436631e-09,-103.17953024792418,-1.2049198455036906e-09,-1.2025732122842172e-09,-1.2013440895593389e-09,-1.214155137901565e-09,-1.2021000596645097e-09,-1.2037339676522993e-09,-1.1981201335101328e-09,-1.2030018056599952e-09,-1.2009941445829376e-09,-5.553094819377466e-11
715,-1.1048668170005743e-09,-1.1064657201543347e-09,-1.1076301303589554e-09,-1.0976154986453896e-09,-1.10726604547574e-09,-1.105947105013105e-09,-1.1102482689121035e-09,-1.1064359901017952e-09,-1.1077481509051925e-09,-103.17953024792418,-1.2049061137170876e-09,-1.202588868488132e-09,-1.2013990123907147e-09,-1.2141394738697451e-09,-1.202089321714264e-09,-1.2037881878712265e-09,-1.1981903836388176e-09,-1.2030172287725977e-09,-1.2010266453413572e-09,-5.553094873282634e-11
716,-1.1047386719882108e-09,-1.106326178128685e-09,-1.107530512613052e-09,-1.0974141300699268e-09,-1.107151899462191e-09,-1.1057963542476524e-09,-1.110137088375213e-09,-1.106297313051796e-09,-1.1076391660522693e-09,-88.159452643576,-1.2049307985043567e-09,-1.2025925486332225e-09,-1.2013740391997031e-09,-1.2141762440889945e-09,-1.2021091866653574e-09,-1.2037620011847323e-09,-1.1981506278577037e-09,-1.2030287231707057e-09,-1.2010152828367778e-09,-7.064120133289633e-10
717,-4.455793313669137e-11,-4.456160191388879e-11,-4.4564233844604306e-11,-4.4541247059896224e-11,-4.4563351898945376e-11,-4.456027676369411e-11,-4.457010514580059e-11,-4.456144952831553e-11,-4.456453039256292e-11,-6.781555241901072e-10,-2.9624249058145984e-09,-2.9621467201657037e-09,-2.9622557411087737e-09,-2.962836653293413e-09,-2.9624129174137053e-09,-2.9624793648620385e-09,-2.9621247177933568e-09,-2.9623723368689994e-09,-2.9621418024537515e-09,-59.98068192563809
718,-1.1047143631028498e-09,-1.1063059723839562e-09,-1.1075221656840798e-09,-1.0973954652761937e-09,-1.1071270388624733e-09,-1.1057912540090565e-09,-1.1101195066102378e-09,-1.1062749658127211e-09,-1.1076319351558698e-09,-6.781555242663974e-10,-1.2049525287389604e-09,-1.2026162184691756e-09,-1.2013665791673673e-09,-1.2141353983898633e-09,-1.2021167190825962e-09,-1.2037451061385441e-09,-1.1980994663046688e-09,-1.203048257115226e-09,-1.2009986481353036e-09,-61.72261406346198
719,-1.104712605517477e-09,-1.1063039097909024e-09,-1.1075199257170912e-09,-1.0974122296861816e-09,-1.107126268781669e-09,-1.1057880404456364e-09,-1.1101256224020122e-09,-1.1062730644416012e-09,-1.1076302595291011e-09,-6.78155523681685e-10,-1.2049358903173407e-09,-1.2026145394778516e-09,-1.2013360769844492e-09,-1.2141248580687073e-09,-1.2021052358341526e-09,-1.2037444875468298e-09,-1.198095608233358e-09,-1.2030467879618155e-09,-1.2009956266871686e-09,-50.5327354403758
720,-1.1047126633374218e-09,-1.1063039254745287e-09,-1.1075198930324568e-09,-1.0973945667834813e-09,-1.1071255903006906e-09,-1.1057884239109297e-09,-1.1101199340385162e-09,-1.1062730989243195e-09,-1.1076302654678183e-09,-6.78155523597033e-10,-1.204933204900023e-09,-1.2026130863190907e-09,-1.2013635549177066e-09,-1.2141667922295668e-09,-1.2021162726981105e-09,-1.2037459877746034e-09,-1.1981330773711228e-09,-1.2030451097678286e-09,-1.200996022318484e-09,-49.430400380522755
721,-1.1047145619859035e-09,-1.1063055432064561e-09,-1.1075242798587568e-09,-1.097398582244897e-09,-1.10712656105945e-09,-1.105793521965773e-09,-1.1101196145629816e-09,-1.1062744358711198e-09,-1.1076331044566454e-09,-6.781555236637297e-10,-1.2049428791194e-09,-1.202607316959173e-09,-1.2013696577839204e-09,-1.2141168762243718e-09,-1.2021086267737996e-09,-1.2037433036597792e-09,-1.1980929981521088e-09,-1.203038005839182e-09,-1.2009974841941827e-09,-50.99914257762699
