,1 hydro,2 hydro,3 hydro,4 hydro,5 hydro
0,26.987028419651296,26.987028419651296,26.987028419651296,9.098154036825514,26.987028419651296
1,25.078288619349298,25.078288619349298,25.078288619349298,8.990310783345954,25.078288619349298
2,26.249277884647128,26.249277884647128,26.249277884647128,9.338478552420634,26.249277884647128
3,76.6685050753775,76.6685050753775,76.6685050753775,9.434843653999051,76.6685050753775
4,242.19523867800444,242.19523867800444,242.19523867800444,9.714382722202942,242.19523867800444
5,352.36727177973125,352.36727177973125,352.36727177973125,8.881527748176714,352.36727177973125
6,38.362405112715486,38.362405112715486,38.362405112715486,8.60263131355438,38.362405112715486
7,26.27224105917888,26.27224105917888,26.27224105917888,8.47161971450302,26.27224105917888
8,23.434248886886508,23.434248886886508,23.434248886886508,8.439949957425076,23.434248886886508
9,23.27421404858759,23.27421404858759,23.27421404858759,8.356240930794245,23.27421404858759
10,24.481106649205696,24.481106649205696,24.481106649205696,8.332901612226157,24.481106649205696
11,71.24984399908193,71.24984399908193,71.24984399908193,8.462367370858848,71.24984399908193
12,43.6406681590143,43.6406681590143,43.6406681590143,8.574919270242837,43.6406681590143
13,23.655278622218106,23.655278622218106,23.655278622218106,8.278698522970558,23.655278622218106
14,22.58793374455234,22.58793374455234,22.58793374455234,8.164343751591673,22.58793374455234
15,22.776225086334147,22.776225086334147,22.776225086334147,7.9969536327840745,22.776225086334147
16,22.180627573382385,22.180627573382385,22.180627573382385,7.92688532185528,22.180627573382385
17,21.98709227327667,21.98709227327667,21.98709227327667,7.900848959235202,21.98709227327667
18,21.90283755201907,21.90283755201907,21.90283755201907,8.051474598722647,21.90283755201907
19,22.201804939528838,22.201804939528838,22.201804939528838,8.507098193476766,22.201804939528838
20,25.17228907317883,25.17228907317883,25.17228907317883,8.504102364808283,25.17228907317883
21,21.470566522629667,21.470566522629667,21.470566522629667,7.7367166978111115,21.470566522629667
22,21.301452706079875,21.301452706079875,21.301452706079875,7.6465864740746925,21.301452706079875
23,21.203409643110465,21.203409643110465,21.203409643110465,7.592774726107412,21.203409643110465
24,21.087560644656364,21.087560644656364,21.087560644656364,7.558944747821457,21.087560644656364
25,21.02681090007731,21.02681090007731,21.02681090007731,7.539198754541364,21.02681090007731
26,22.174732165275454,22.174732165275454,22.174732165275454,7.47631314117018,22.174732165275454
27,25.793556621960636,25.793556621960636,25.793556621960636,7.571803903198574,25.793556621960636
28,29.568273591369273,29.568273591369273,29.568273591369273,7.4525675802781395,29.568273591369273
29,27.88600968843423,27.88600968843423,27.88600968843423,7.465714998648079,27.88600968843423
30,20.37005497107363,20.37005497107363,20.37005497107363,7.292326228296858,20.37005497107363
31,20.17656692823137,20.17656692823137,20.17656692823137,7.192878420858581,20.17656692823137
32,20.064521938869625,20.064521938869625,20.064521938869625,7.158382980932519,20.064521938869625
33,19.95714589336026,19.95714589336026,19.95714589336026,7.139274054185042,19.95714589336026
34,20.69010861882681,20.69010861882681,20.69010861882681,7.100198596988974,20.69010861882681
35,25.573052509884704,25.573052509884704,25.573052509884704,7.197864613512689,25.573052509884704
36,21.969913155723003,21.969913155723003,21.969913155723003,7.065276368058522,21.969913155723003
37,19.347995951912683,19.347995951912683,19.347995951912683,7.055387784958227,19.347995951912683
38,19.24022168415279,19.24022168415279,19.24022168415279,6.972072494626409,19.24022168415279
39,19.406435021606963,19.406435021606963,19.406435021606963,7.045853226189812,19.406435021606963
40,19.213160971111535,19.213160971111535,19.213160971111535,6.9029817172854555,19.213160971111535
41,19.416279657218947,19.416279657218947,19.416279657218947,6.872156756211873,19.416279657218947
42,25.56546384485865,25.56546384485865,25.56546384485865,7.27331418937911,25.56546384485865
43,168.35698211335009,168.35698211335009,168.35698211335009,7.772550165010808,168.35698211335009
44,2237.5724689476865,2237.5724689476865,2237.5724689476865,7.201046973833125,2237.5724689476865
45,856.593050724444,856.593050724444,856.593050724444,8.643265176697133,856.593050724444
46,45.531728475466075,45.531728475466075,45.531728475466075,6.9634026518271765,45.531728475466075
47,18.38500122672365,18.38500122672365,18.38500122672365,6.710940976858459,18.38500122672365
48,18.445040032363714,18.445040032363714,18.445040032363714,6.66470771679694,18.445040032363714
49,18.848912462930542,18.848912462930542,18.848912462930542,6.840127636518467,18.848912462930542
50,24.395484085188258,24.395484085188258,24.395484085188258,7.928762867950472,24.395484085188258
51,25.08428593876962,25.08428593876962,25.08428593876962,8.807521909795533,25.08428593876962
52,48.891888841470795,48.891888841470795,48.891888841470795,9.7062394724015,48.891888841470795
53,24.664585891578938,24.664585891578938,24.664585891578938,6.89794305422937,24.664585891578938
54,25.911206347803017,25.911206347803017,25.911206347803017,8.079529882374509,25.911206347803017
55,23.98715064746641,23.98715064746641,23.98715064746641,10.935599193212989,23.98715064746641
56,19.221252873399628,19.221252873399628,19.221252873399628,13.099657263613059,19.221252873399628
57,19.49272155212188,19.49272155212188,19.49272155212188,9.806743810404532,19.49272155212188
58,20.859152030696062,20.859152030696062,20.859152030696062,8.509627015051267,20.859152030696062
59,24.84000669565869,24.84000669565869,24.84000669565869,22.323044105439568,24.84000669565869
60,38.80126123885245,38.80126123885245,38.80126123885245,16.830544197510317,38.80126123885245
61,20.426854166804166,20.426854166804166,20.426854166804166,13.20692669008797,20.426854166804166
62,21.447190402327536,21.447190402327536,21.447190402327536,16.038701499145073,21.447190402327536
63,20.238076104763042,20.238076104763042,20.238076104763042,12.887706136560718,20.238076104763042
64,18.52261475242553,18.52261475242553,18.52261475242553,11.00792784673097,18.52261475242553
65,19.870900632401796,19.870900632401796,19.870900632401796,12.08185734739867,19.870900632401796
66,19.44561003930103,19.44561003930103,19.44561003930103,13.804781417646064,19.44561003930103
67,24.666714182508503,24.666714182508503,24.666714182508503,35.25194091666612,24.666714182508503
68,23.47143461795932,23.47143461795932,23.47143461795932,65.65551500191613,23.47143461795932
69,21.09028341777486,21.09028341777486,21.09028341777486,35.32172238904594,21.09028341777486
70,19.31558189051302,19.31558189051302,19.31558189051302,6.989881449903369,19.31558189051302
71,18.277252508850417,18.277252508850417,18.277252508850417,6.7450913184329915,18.277252508850417
72,19.76158893924066,19.76158893924066,19.76158893924066,7.635688246277989,19.76158893924066
73,17.577105769594016,17.577105769594016,17.577105769594016,8.346974322806952,17.577105769594016
74,18.878368884784667,18.878368884784667,18.878368884784667,8.321922124899993,18.878368884784667
75,20.704588857689526,20.704588857689526,20.704588857689526,11.797703439934617,20.704588857689526
76,21.341819411570953,21.341819411570953,21.341819411570953,15.548474975376458,21.341819411570953
77,20.05511192231605,20.05511192231605,20.05511192231605,6.630818242948791,20.05511192231605
78,17.12947632992725,17.12947632992725,17.12947632992725,6.285360858940641,17.12947632992725
79,17.467091458186882,17.467091458186882,17.467091458186882,6.672117308470397,17.467091458186882
80,17.001416905054395,17.001416905054395,17.001416905054395,7.174263990970843,17.001416905054395
81,16.664602726005104,16.664602726005104,16.664602726005104,7.107508614089561,16.664602726005104
82,17.681088164468107,17.681088164468107,17.681088164468107,8.3210217759681,17.681088164468107
83,20.02258474451551,20.02258474451551,20.02258474451551,13.693281386603497,20.02258474451551
84,19.87477296091102,19.87477296091102,19.87477296091102,18.910113879152462,19.87477296091102
85,18.058455844648925,18.058455844648925,18.058455844648925,12.0495187510776,18.058455844648925
86,17.721036384258255,17.721036384258255,17.721036384258255,6.298720564190016,17.721036384258255
87,18.07972134562915,18.07972134562915,18.07972134562915,6.352556391680289,18.07972134562915
88,16.33777625533811,16.33777625533811,16.33777625533811,6.852692307961937,16.33777625533811
89,16.059063725627805,16.059063725627805,16.059063725627805,6.822827863134073,16.059063725627805
90,17.509048973832865,17.509048973832865,17.509048973832865,7.183136018759465,17.509048973832865
91,17.314571188941375,17.314571188941375,17.314571188941375,7.961023219760967,17.314571188941375
92,17.86957924979647,17.86957924979647,17.86957924979647,7.432089086496071,17.86957924979647
93,18.5529991389176,18.5529991389176,18.5529991389176,6.2498826817581365,18.5529991389176
94,18.178750697003256,18.178750697003256,18.178750697003256,6.147151469624302,18.178750697003256
95,17.86688209751055,17.86688209751055,17.86688209751055,6.111464034997993,17.86688209751055
96,17.722991123455625,17.722991123455625,17.722991123455625,6.185612088574463,17.722991123455625
97,16.49378388525521,16.49378388525521,16.49378388525521,6.045761935479317,16.49378388525521
98,21.7568990932027,21.7568990932027,21.7568990932027,6.007367671568578,21.7568990932027
99,22.65613477322597,22.65613477322597,22.65613477322597,6.042905932986329,22.65613477322597
100,24.78155399479411,24.78155399479411,24.78155399479411,6.050571892354294,24.78155399479411
101,16.74685026833529,16.74685026833529,16.74685026833529,6.028067791929374,16.74685026833529
102,16.5632123072953,16.5632123072953,16.5632123072953,5.909624107755878,16.5632123072953
103,15.87126773012587,15.87126773012587,15.87126773012587,5.907199031792909,15.87126773012587
