name,num_parallel,v_nom,bus0,bus1,length,dc,geometry,carrier,type,s_max_pu,s_nom,underwater_fraction,capital_cost,i_nom,p,q,p_set,q_set,s_nom_extendable,s_nom_min,x,r,b,x_pu_eff,r_pu_eff,s_nom_opt
0,0.2894736842105263,380.0,KE0 0,KE0 1,225.22290969927957,False,"MULTILINESTRING ((39.9785 -3.2085, 39.97810009999986 -3.2083683, 39.97754219999986 -3.2083534999999994, 39.97399759999986 -3.2082772, 39.97102569999986 -3.2082183, 39.96735379999986 -3.2073091, 39.964009099999856 -3.2064762999999994, 39.96024059999986 -3.2055415999999997, 39.95613549999986 -3.2045346999999995, 39.953127399999865 -3.2037901999999994, 39.95107949999986 -3.2024899999999996, 39.94707429999986 -3.1999513, 39.94540799999986 -3.1988920999999997, 39.94295369999986 -3.1991692999999994, 39.94030769999986 -3.1994545, 39.93772339999987 -3.1997544000000007, 39.93251459999986 -3.2003262, 39.92966199999987 -3.2006327999999993, 39.926680799999865 -3.2004721, 39.923743399999864 -3.1994330999999994, 39.92056739999987 -3.1982715, 39.91872850000014 -3.1976257999999995, 39.91748149999986 -3.1971879, 39.91335419999986 -3.1957061999999996, 39.91028979999986 -3.194617299999999, 39.90601839999988 -3.1930794999999996, 39.90209559999988 -3.1916514999999994, 39.89719799999988 -3.1899670999999996, 39.89354019999988 -3.1885274, 39.88991629999988 -3.1872417, 39.88601679999987 -3.1859454, 39.88275949999988 -3.1848030999999994, 39.87676319999988 -3.18265, 39.873526899999874 -3.1814505, 39.87053809999988 -3.1803640999999994, 39.86827079999987 -3.1795889, 39.86460489999988 -3.178232, 39.86253729999988 -3.1774614999999997, 39.85973289999987 -3.1764730000000005, 39.85745979999987 -3.1757082999999997, 39.853828899999876 -3.1760800999999996, 39.850418599999834 -3.1764415000000006, 39.847070199999834 -3.1766862999999996, 39.84288359999984 -3.1771526, 39.83901799999984 -3.1775209000000006, 39.835061299999836 -3.178015199999999, 39.82806919999984 -3.1795282999999994, 39.824683399999834 -3.1805541, 39.82119729999984 -3.1817057999999996, 39.817414599999836 -3.1829356, 39.813751299999836 -3.1840623, 39.81345909999984 -3.1842062, 39.810282299999834 -3.1852541999999997, 39.80668059999985 -3.1863989, 39.80314069999984 -3.1875051, 39.799145499999845 -3.1892559999999994, 39.79565709999984 -3.1906956, 39.792444099999834 -3.1921271, 39.78903969999983 -3.1936133, 39.78575319999984 -3.1950144999999996, 39.78218529999984 -3.1965391999999997, 39.77895009999984 -3.1978878999999996, 39.77552469999984 -3.1993309999999995, 39.771959199999834 -3.2009093, 39.768157799999834 -3.2025017, 39.76482919999984 -3.2039378000000003, 39.76108739999984 -3.2052923, 39.757276699999835 -3.2066631, 39.75388979999983 -3.2078881999999997, 39.750477199999835 -3.2091343, 39.74661969999983 -3.2105330999999997, 39.742981799999825 -3.2118689999999996, 39.73943029999983 -3.2131057999999997, 39.735714099999825 -3.2144509000000006, 39.731902299999824 -3.2158824, 39.725001199999824 -3.218223, 39.72213029999983 -3.2210531999999996, 39.719565299999836 -3.2235698999999998, 39.71666759999984 -3.2264269, 39.713789699999836 -3.2291975999999996, 39.71135779999983 -3.2317271, 39.70874839999984 -3.2341738, 39.70596739999984 -3.2367334999999993, 39.70358219999984 -3.2391056000000003, 39.699746999999846 -3.2428693999999996, 39.697202999999845 -3.2453940999999995, 39.688215799999846 -3.2541539999999998, 39.68433729999985 -3.2580018999999996, 39.68291849999984 -3.2618558000000006, 39.68200989999984 -3.264520399999999, 39.68085729999984 -3.2677655, 39.679906999999844 -3.2703591, 39.67868529999984 -3.2738872, 39.67721259999984 -3.2779561999999993, 39.675920799999844 -3.2815371, 39.674548699999846 -3.2853727, 39.67319289999984 -3.2891768, 39.67195799999984 -3.2926520999999997, 39.67067019999984 -3.2962196999999995, 39.66940789999985 -3.2995934999999994, 39.66814459999985 -3.303265699999999, 39.666805999999845 -3.3069804, 39.66561349999985 -3.3103111999999992, 39.664281999999844 -3.3140797000000006, 39.66185629999984 -3.3209057, 39.66076679999985 -3.3241315999999994, 39.65959519999985 -3.3275543999999995, 39.65839249999984 -3.3308649, 39.65725349999985 -3.3341571000000005, 39.65611589999984 -3.3374351, 39.65497209999984 -3.3406466999999997, 39.65365759999985 -3.3445862, 39.65144529999984 -3.3509101000000006, 39.65035579999984 -3.3541901, 39.64817129999985 -3.3569221, 39.64584919999985 -3.3599456999999995, 39.64350209999984 -3.3629767, 39.64111899999985 -3.3659453999999998, 39.63663689999985 -3.3717158999999994, 39.63429449999985 -3.3747211, 39.63194939999984 -3.377698, 39.629371199999845 -3.3810251999999994, 39.62722599999984 -3.383830199999999, 39.624924199999846 -3.386782, 39.62225999999985 -3.3901280999999996, 39.62007209999984 -3.3930555000000004, 39.617824599999835 -3.3958538, 39.61567869999984 -3.3986006, 39.61301719999984 -3.4019974000000004, 39.611119299999835 -3.4044810999999995, 39.608157599999835 -3.4083114, 39.60650159999983 -3.4108965, 39.604899799999835 -3.4133361999999994, 39.60276539999983 -3.4165935999999997, 39.60101049999983 -3.4193531999999998, 39.59886049999983 -3.4227858, 39.59669349999982 -3.4261539000000005, 39.594755199999824 -3.4290948, 39.59100219999983 -3.4350797000000006, 39.58911719999982 -3.437915, 39.58739899999983 -3.4405916, 39.58175769999983 -3.4495764999999996, 39.579763199999825 -3.4526688999999995, 39.578048299999814 -3.4554031, 39.57612639999982 -3.4585234999999996, 39.573775999999825 -3.4620814999999996, 39.57167609999983 -3.4654137, 39.569598299999825 -3.4687789000000007, 39.56768409999982 -3.471856499999999, 39.56535649999982 -3.4755011000000002, 39.563583699999825 -3.4783402000000003, 39.56163059999982 -3.4814297999999995, 39.55927619999982 -3.4851475999999995, 39.557208999999816 -3.4876198999999994, 39.55522379999982 -3.4900094, 39.55275319999981 -3.4930253999999996, 39.55061399999982 -3.495627999999999, 39.54815899999981 -3.4985351, 39.545919299999824 -3.5013001999999998, 39.54346159999982 -3.5042853, 39.54121449999982 -3.5070215, 39.536899899999824 -3.5122527, 39.53492059999982 -3.5145054999999994, 39.53257559999982 -3.5174073999999997, 39.52980569999986 -3.5204550999999995, 39.52729519999986 -3.5232791999999993, 39.524872399999865 -3.5260044999999995, 39.522683299999834 -3.5286815999999996, 39.52186009999987 -3.5296545999999998, 39.519695699999836 -3.5317299, 39.51722999999987 -3.5344797999999997, 39.514604799999866 -3.5374537999999998, 39.51218599999988 -3.5400785, 39.51014509999987 -3.5428478999999995, 39.50800649999987 -3.5456971, 39.50594079999986 -3.5484743999999995, 39.503858599999866 -3.5512521, 39.50175039999987 -3.5540889, 39.499595599999864 -3.5570146, 39.49740459999987 -3.559929999999999, 39.495755299999864 -3.5632289, 39.49424909999986 -3.5663018000000006, 39.49260559999987 -3.5696401999999985, 39.49099639999987 -3.5728685000000002, 39.48937659999987 -3.5761612, 39.487705199999866 -3.5794994, 39.48418229999987 -3.5866180000000005, 39.480746299999865 -3.593437099999999, 39.479013699999875 -3.5967046999999996, 39.47561629999988 -3.6034352999999997, 39.473748199999875 -3.6070951, 39.47197769999987 -3.6105742999999997, 39.470312899999875 -3.6138263, 39.46863189999987 -3.6171216, 39.46534759999989 -3.623664699999999, 39.46366249999987 -3.6268971000000008, 39.46196849999988 -3.6301240999999997, 39.460310699999994 -3.6332369000000004, 39.458375000000004 -3.6368370999999984, 39.4564988 -3.6403515999999994, 39.454688899999994 -3.6437500000000007, 39.45273279999987 -3.647421500000001), (39.45273279999988 -3.6474215, 39.5924 -3.9335))",AC,Al/St 240/40 4-bundle 380.0,0.7,491.5560191880474,0.0,11180.383456766136,2.58,0.0,0.0,0.0,0.0,True,491.5560191880474,191.3985236244423,23.341283368834425,0.0002826510561291121,0.001325474540335473,0.0001616432366262772,491.5561354762259
