,KE0 0 battery,KE0 1 battery,KE0 10 battery,KE0 11 battery,KE0 12 battery,KE0 2 battery,KE0 3 battery,KE0 4 battery,KE0 5 battery,KE0 6 battery,KE0 7 battery,KE0 8 battery,KE0 9 battery,KE1 0 battery,KE2 0 battery
914,1.788364116307997e-05,1.7892492913834583e-05,1.797724840480544e-05,1.800502033405211e-05,1.8086212348752998e-05,1.7874274924970544e-05,1.79780235909079e-05,1.7913060649255776e-05,1.8069589458023363e-05,1.8061072096277874e-05,1.8103260281339192e-05,1.7838594630056966e-05,1.804338772892534e-05,564.9643503738818,1.8022825828618286e-05
915,6.220691478171494e-05,6.212523774267707e-05,6.238619821515509e-05,6.240812584658192e-05,6.261689362472347e-05,6.21930890427823e-05,6.237466916505543e-05,6.218116697237207e-05,6.247233979071802e-05,6.244674392106312e-05,6.24999297205324e-05,6.202759112226177e-05,6.247080127227015e-05,874.1840793346769,6.250343822600993e-05
916,2.0014991622577862e-05,1.9904513008280263e-05,2.014772988213083e-05,2.017433040846615e-05,2.0299615302275646e-05,1.999946974706193e-05,2.0141483345402675e-05,2.0018265213576954e-05,2.0247122796120295e-05,2.0232673949786758e-05,2.0387118262145194e-05,1.9878231115015274e-05,2.016422374603198e-05,597.0563012072705,2.0210670516068116e-05
917,2.1832337242854245e-05,2.148174403007037e-05,2.1955808640875132e-05,2.1957296683641172e-05,2.216845424540881e-05,2.1797793081400955e-05,2.200359554957532e-05,2.1954881375206814e-05,2.2234837160337242e-05,2.2193961032760017e-05,2.2041172335995925e-05,2.2042710826014576e-05,2.2507613957513403e-05,9.197108276092858e-06,2.2047592426608795e-05
918,2.2635016449419002e-05,2.244093451332641e-05,2.2827685539268958e-05,2.2839130234027754e-05,2.299673483583605e-05,2.264486240803862e-05,2.2834678059840384e-05,2.259521454777478e-05,2.2878515933925994e-05,2.285783965140491e-05,2.2802833881609715e-05,2.2664607772375757e-05,2.2984029104954512e-05,9.047429968324276e-06,2.2924851711302003e-05
919,2.277065205642718e-05,2.2671144126604132e-05,2.2946470767849898e-05,2.297162560238105e-05,2.3130357685071544e-05,2.2779562546527766e-05,2.2885638701878233e-05,2.268647221764701e-05,2.2933539949229075e-05,2.2914741872027932e-05,2.3009852071463858e-05,2.2580320608898758e-05,2.2926770200180035e-05,9.073059417761092e-06,2.305482936944449e-05
920,2.2437160764421746e-05,2.2305731235939066e-05,2.261320580389458e-05,2.263240522054597e-05,2.2801671291109824e-05,2.2446121273066474e-05,2.2544580888236095e-05,2.234264846057808e-05,2.2579177014472736e-05,2.2563383645335526e-05,2.2616491117460547e-05,2.2241392672640652e-05,2.258954825087412e-05,9.079140805858612e-06,2.2724151738291502e-05
921,2.1298681736419838e-05,2.108995801242338e-05,2.1429530392410094e-05,2.1440805372851516e-05,2.1645030011036415e-05,2.1291037370966764e-05,2.1425656594652013e-05,2.131637359761252e-05,2.1587996238857165e-05,2.1545285617247963e-05,2.1580322162028513e-05,2.1183404452698922e-05,2.1647040830102636e-05,9.177716095104616e-06,2.153372103932046e-05
922,1.9129761369970647e-05,1.9136478453630533e-05,1.9250702813003047e-05,1.9274306140697847e-05,1.9394539204542392e-05,1.9111419387075436e-05,1.924490133987997e-05,1.9132438153581944e-05,1.932603827608047e-05,1.9318500638378268e-05,1.9402613545949596e-05,1.9042272406005073e-05,1.9313150896803468e-05,527.2716745116735,1.9298866638168845e-05
923,6.215174792465427e-05,6.20297243040356e-05,6.233702568836198e-05,6.235942194105746e-05,6.256187771813828e-05,6.214422127530034e-05,6.232209821610313e-05,6.214512573565978e-05,6.242757061782295e-05,6.240343891023765e-05,6.245163997199664e-05,6.199035569189743e-05,6.243461993513021e-05,934.5201374643145,6.245871081313678e-05
924,1.636820464835507e-05,1.6423726405740323e-05,1.6463982093587702e-05,1.6454152557496084e-05,1.658607346997368e-05,1.6361620639782712e-05,1.6462453404537933e-05,1.63675454141301e-05,1.659319643744483e-05,1.656591571163227e-05,1.666771826966748e-05,1.6268558242656478e-05,1.6496408047694205e-05,574.4142506999556,1.649583070315463e-05
925,1.6352036506667e-05,1.602289902561599e-05,1.6458773420421837e-05,1.645885464425149e-05,1.6647558709668223e-05,1.6335918088668788e-05,1.6482476927723513e-05,1.6454935208884518e-05,1.6697934245449793e-05,1.6678199815916334e-05,1.6506982192574344e-05,1.6465362387944494e-05,1.686496238338384e-05,9.058534523726171e-06,1.6554946562770966e-05
926,1.370637833147591e-05,1.361090657339293e-05,1.38099317785465e-05,1.3821328985531553e-05,1.397585423035568e-05,1.3715899219124168e-05,1.3840825609788656e-05,1.3687949338330528e-05,1.3892712910074307e-05,1.3865936006226179e-05,1.3854028333718259e-05,1.3700872779395718e-05,1.3923896553799595e-05,8.944287444395923e-06,1.3927089039406462e-05
927,5.758505599525321e-05,5.743875915328117e-05,5.777446529738077e-05,5.7806591610834624e-05,5.801707078684505e-05,5.758559043033186e-05,5.776674085971707e-05,5.756955763000545e-05,5.7886213173414455e-05,5.7858616656215316e-05,5.789008390608932e-05,5.742572640485418e-05,5.788765224900459e-05,8.948904624202812e-06,5.791509080116313e-05
928,5.123032363723616e-05,5.110872064927243e-05,5.13789549173889e-05,5.1454135234037556e-05,5.167130106707824e-05,5.1222766421325756e-05,5.139368302845368e-05,5.118286472358293e-05,5.138455537068844e-05,5.137277013235227e-05,5.143868914227802e-05,5.107709719273905e-05,5.154696551778883e-05,8.948537814961551e-06,5.1571567373793135e-05
929,3.37107672575075e-06,3.3262257936498033e-06,3.3949180978095757e-06,3.3992679928300124e-06,3.434616099405507e-06,3.3681235266227433e-06,3.3938465189203873e-06,3.3868622345801195e-06,3.437202944769982e-06,3.4393346405069565e-06,3.411924849637094e-06,3.3532345312594995e-06,3.44478381288758e-06,8.991017004884113e-06,3.4220324727730205e-06
930,5.0936965406818325e-05,5.0626259447174844e-05,5.117021879742803e-05,5.118593870415559e-05,5.137802699458451e-05,5.093638760515354e-05,5.114974271922584e-05,5.099469036871421e-05,5.1318193951573496e-05,5.1293845796265645e-05,5.1396396586739964e-05,5.087119336421466e-05,5.133068104671083e-05,253.05281093540864,5.128678433709772e-05
931,4.795812646913363e-05,4.804005624254786e-05,4.817844457630592e-05,4.82179825188991e-05,4.843923834974604e-05,4.7927264988873025e-05,4.8188542028223696e-05,4.790213624650493e-05,4.8328879049125824e-05,4.830031934150453e-05,4.828578496788359e-05,4.7818688120262345e-05,4.8262190915918985e-05,806.6106417425561,4.827805662909131e-05
932,5.367361498598195e-05,5.3633551077544e-05,5.388820827514195e-05,5.390956853022379e-05,5.41216794980929e-05,5.366772677350765e-05,5.3872889688157316e-05,5.3716667962040326e-05,5.403812389259844e-05,5.4010607890947696e-05,5.413028583507998e-05,5.3588520750272144e-05,5.404641576989809e-05,464.92436704747865,5.4022369812207664e-05
933,4.856869148037926e-06,4.754389322946664e-06,4.889691335284884e-06,4.890466737090053e-06,4.942626716527717e-06,4.857100812192391e-06,4.89653141016006e-06,4.879504456675593e-06,4.956953640184318e-06,4.947130793180085e-06,4.894923915784671e-06,4.918652852659519e-06,4.998628475164743e-06,9.270172769029944e-06,4.92309332705855e-06
934,4.973249141958432e-06,4.932916483457597e-06,5.001855636466629e-06,5.006816471248193e-06,5.061504478705249e-06,4.973059440849898e-06,5.016929888446811e-06,4.96850834615346e-06,5.035717822185837e-06,5.027174995630897e-06,5.025730534886186e-06,4.959915897111382e-06,5.043247563220348e-06,9.142882742935845e-06,5.041535076397279e-06
935,5.397184955873763e-05,5.380038553825931e-05,5.4170552601416284e-05,5.418939097803943e-05,5.440395157090594e-05,5.396681559495544e-05,5.413045679590956e-05,5.393142518631615e-05,5.423176726839091e-05,5.4207609690570706e-05,5.425172498258592e-05,5.379481796168721e-05,5.426133607118614e-05,9.080521525322332e-06,5.4304019884984895e-05
936,5.4168194514220906e-05,5.402135462436773e-05,5.4361732708509124e-05,5.438022087380087e-05,5.4600803012234465e-05,5.415609457865125e-05,5.432368779586871e-05,5.4141055381482334e-05,5.4440886047189504e-05,5.4419028542869466e-05,5.442122883034254e-05,5.40097383309931e-05,5.447494677579728e-05,9.072425877300988e-06,5.449548298322391e-05
937,3.4405122330964382e-06,3.3965131524076806e-06,3.4637831604983045e-06,3.4672063156375085e-06,3.5002936419900476e-06,3.440141536842248e-06,3.4609580881422676e-06,3.448251985338247e-06,3.489291118108235e-06,3.4833046518866654e-06,3.4823042338683342e-06,3.4441506873638108e-06,3.500057583760782e-06,9.21262319394966e-06,3.492602359147345e-06
938,5.100395302881968e-05,5.0879652249624406e-05,5.123758394774964e-05,5.125540172891638e-05,5.1457755134947294e-05,5.1005480490698136e-05,5.121973252521418e-05,5.100497096484046e-05,5.131378920384728e-05,5.128707553071674e-05,5.138467010620226e-05,5.088018632781313e-05,5.133261167223874e-05,453.2179729392276,5.135033754420861e-05
939,4.9293318632379295e-05,4.931347225962568e-05,4.951395526290414e-05,4.956017778456965e-05,4.977131830332913e-05,4.9274757411324194e-05,4.952612709894361e-05,4.922733298796707e-05,4.9621418135502817e-05,4.959094938597999e-05,4.9626605914962676e-05,4.911569511703733e-05,4.9589143710679996e-05,908.2590395612784,4.963794007741914e-05
940,5.151700821046783e-05,5.141747230832105e-05,5.175279248989712e-05,5.176232369150468e-05,5.1963591735443086e-05,5.151581061775534e-05,5.174218154476523e-05,5.163886600149259e-05,5.195905415814915e-05,5.19321496613606e-05,5.204529846914765e-05,5.1536486273864114e-05,5.201013678590565e-05,316.438231542773,5.1873461706790526e-05
941,1.4784802993778273e-05,1.4614647899785911e-05,1.4881526848475496e-05,1.4924131349060084e-05,1.5024795941163776e-05,1.4780528569679834e-05,1.4900680795670567e-05,1.4823614510221271e-05,1.5009933554765078e-05,1.4982971784663237e-05,1.4941298224941185e-05,1.4989437510483493e-05,1.5207913368501517e-05,9.112386212015565e-06,1.4951967487908836e-05
942,1.847354537577246e-05,1.8451055400691786e-05,1.8623914995732747e-05,1.8648245557789016e-05,1.8769380555609265e-05,1.848064699843792e-05,1.8626579940032663e-05,1.846369701495654e-05,1.8681494723697568e-05,1.86662089341942e-05,1.864471189847426e-05,1.8439807302061854e-05,1.872407302069643e-05,9.006202790575248e-06,1.8710196961244608e-05
943,2.058208150691943e-05,2.0469238986354035e-05,2.073267207128666e-05,2.0765681470973427e-05,2.091338727850371e-05,2.0583258046909642e-05,2.067981336564437e-05,2.053403630006019e-05,2.074689971460549e-05,2.0728943751684463e-05,2.078135561028308e-05,2.0411909169408756e-05,2.0738896056568805e-05,8.975238703962707e-06,2.08354311185757e-05
944,2.1344060752308265e-05,2.121237117673075e-05,2.150659581307157e-05,2.1537074034513404e-05,2.1696258077866685e-05,2.134790357672363e-05,2.1492494305136228e-05,2.126140597335257e-05,2.1500120892609367e-05,2.1485203854845678e-05,2.1535806816754854e-05,2.115917945039086e-05,2.1497887649610937e-05,8.98051119199053e-06,2.161602598190072e-05
945,2.0989428974362503e-05,2.077523801678326e-05,2.112427164912892e-05,2.1184464258183576e-05,2.1334082731815e-05,2.0989099286282685e-05,2.1116867379239447e-05,2.103632590719803e-05,2.1336896250505554e-05,2.131427024712621e-05,2.1222232995554268e-05,2.105993953923331e-05,2.1371354218790858e-05,9.096859636142237e-06,2.123069945473239e-05
946,1.9187877516322482e-05,1.914923170480978e-05,1.9324728932895442e-05,1.9353984383706014e-05,1.9461559043915112e-05,1.918834742195978e-05,1.9316500085570288e-05,1.915155167212591e-05,1.9393176861923997e-05,1.9369718929097187e-05,1.948697646285162e-05,1.9067596651087277e-05,1.9325168152479068e-05,673.1025598663515,1.9378679737857428e-05
947,6.246636176495056e-05,6.236238276208488e-05,6.26526227167316e-05,6.267280277182905e-05,6.287982117328918e-05,6.24574227242119e-05,6.263709065674919e-05,6.24597461410366e-05,6.274887053092589e-05,6.272325997963055e-05,6.27715218555713e-05,6.230853915734647e-05,6.275280520475179e-05,936.0977221395417,6.277224816868688e-05
948,1.937192942175444e-05,1.938309305658767e-05,1.9495682239516192e-05,1.952002070833401e-05,1.9640665502397143e-05,1.9355951409261534e-05,1.949240820232109e-05,1.9388120413354622e-05,1.961671334965075e-05,1.9601681986172624e-05,1.9770541476336556e-05,1.928232241666501e-05,1.953987017200777e-05,427.005793092392,1.9550793219785395e-05
949,2.1309025743066386e-05,2.1207697145398835e-05,2.1454791090132124e-05,2.1461438855053097e-05,2.16572707551769e-05,2.130841816796938e-05,2.1484054777113414e-05,2.136801072749529e-05,2.163574655202415e-05,2.1644574681242228e-05,2.150961487093402e-05,2.1593569892234987e-05,2.1917712297402153e-05,9.15571386970471e-06,2.1557862688503733e-05
950,2.207117307155077e-05,2.2036829332578323e-05,2.2254678150135393e-05,2.2263933209734254e-05,2.2427545788384096e-05,2.207371850235654e-05,2.2270437140758476e-05,2.2069448552330067e-05,2.2336551405851945e-05,2.2322029258860363e-05,2.2242160870542054e-05,2.2119900202985044e-05,2.2464846294224536e-05,9.03451942178286e-06,2.2357681795496802e-05
951,2.2047274592099215e-05,2.1935350439864328e-05,2.221024906522399e-05,2.2185217880558906e-05,2.2402794387871046e-05,2.204305154636805e-05,2.2153646376155267e-05,2.203266758945029e-05,2.2278964000635854e-05,2.2260546260323685e-05,2.2254355420269785e-05,2.1770689903635315e-05,2.2271078930114354e-05,9.067330262247115e-06,2.2322211647315807e-05
952,2.1139270835850873e-05,2.1021925488991447e-05,2.1301444950818335e-05,2.1273489630073165e-05,2.1489593739085855e-05,2.1135609848254944e-05,2.124165025116045e-05,2.1129539669589623e-05,2.137309677998241e-05,2.1357571758432723e-05,2.1351379890903893e-05,2.088885669043787e-05,2.1378363918127266e-05,9.06907140142157e-06,2.1413254611916823e-05
953,1.9291798502371858e-05,1.914102670337177e-05,1.940971513306836e-05,1.9414298539459857e-05,1.962556928118738e-05,1.928004929492786e-05,1.9408086560643027e-05,1.9314052969986292e-05,1.9559633907065715e-05,1.9529239656109447e-05,1.9461218467343163e-05,1.933669080956979e-05,1.9640725761890417e-05,9.139809870629655e-06,1.9521310061537485e-05
954,1.5780123794600223e-05,1.5617530803948182e-05,1.589261395728392e-05,1.591410706861352e-05,1.60310811584393e-05,1.5767775807786103e-05,1.5888069433081803e-05,1.575859047779606e-05,1.5957947795120856e-05,1.5939139380653762e-05,1.6042541506236607e-05,1.5681232072345764e-05,1.5920077711670252e-05,528.5983325152102,1.593490852447954e-05
955,6.137978352874186e-05,6.1275427292386e-05,6.156498268423548e-05,6.158636820613225e-05,6.178896820380893e-05,6.136994770184032e-05,6.155377216187521e-05,6.135369741936254e-05,6.164395907348776e-05,6.161937927232671e-05,6.169179275630775e-05,6.12009069694379e-05,6.163791740922105e-05,893.2988319377881,6.168031936567848e-05
956,6.145788902255022e-05,6.136824541486173e-05,6.165052803445972e-05,6.16681113581942e-05,6.18640750209746e-05,6.145327926279191e-05,6.163485216756497e-05,6.146272945443527e-05,6.175182167248301e-05,6.17264931886497e-05,6.18274142284205e-05,6.131466867217007e-05,6.175181006889856e-05,563.0789991370184,6.176486492372024e-05
957,1.2465991320513994e-05,1.2417786063882752e-05,1.2549663894533967e-05,1.2553856189993485e-05,1.2671912508277323e-05,1.2465462905316689e-05,1.2561828455641185e-05,1.2499359269048823e-05,1.2654527133665724e-05,1.263120685561783e-05,1.2579195726894127e-05,1.2595429532787924e-05,1.2783744160638268e-05,9.342667215225254e-06,1.2642082759842709e-05
958,1.335174572435174e-05,1.3243402090420831e-05,1.3464527639017395e-05,1.3474101377760202e-05,1.3572216754216463e-05,1.3357315632524245e-05,1.3468375879926746e-05,1.3327923991051321e-05,1.3487005056978914e-05,1.3479174726762282e-05,1.3473094571548993e-05,1.3345655740149456e-05,1.3540072576346448e-05,9.229109068823955e-06,1.3540059345549814e-05
959,5.994680234490461e-05,5.981386241183189e-05,6.0144611246072047e-05,6.014429277864722e-05,6.037618089401962e-05,5.9942366972823734e-05,6.0109726680687815e-05,5.992752884613891e-05,6.021731447017262e-05,6.019405448720066e-05,6.024007622749333e-05,5.9780213219874374e-05,6.0235833493099655e-05,9.180668663638892e-06,6.026850355479063e-05
960,1.6525293511991792e-05,1.6417790210843153e-05,1.665806373628452e-05,1.664063468085914e-05,1.6803461122775524e-05,1.6531850775600592e-05,1.6609622594971688e-05,1.647569583759539e-05,1.6651526449401342e-05,1.664021653377923e-05,1.6674844462355576e-05,1.6398024230118882e-05,1.6669321178754225e-05,9.241827098811039e-06,1.6754588392919452e-05
961,1.8114675635231975e-05,1.7888985956147355e-05,1.8223640780911626e-05,1.82281321293912e-05,1.8410322448730235e-05,1.8106400421751372e-05,1.8224610612642087e-05,1.8170219187978498e-05,1.8404331255516698e-05,1.8365732771401592e-05,1.830524929148134e-05,1.8180784175767807e-05,1.846389459004525e-05,9.40109954681019e-06,1.8332388943410197e-05
962,1.8263462767004734e-05,1.824293757023322e-05,1.8389489938650708e-05,1.8412579228805232e-05,1.8540880793408033e-05,1.8252872452883722e-05,1.837920292348884e-05,1.8251688833917862e-05,1.848163825828054e-05,1.8459888186182578e-05,1.8592122246923915e-05,1.8145230244049632e-05,1.841907507790547e-05,573.7508364951946,1.843723540316632e-05
963,6.230228146672842e-05,6.220549764757467e-05,6.248740072656754e-05,6.250785761619093e-05,6.27151589935156e-05,6.229257260138809e-05,6.247136780963971e-05,6.228332872403286e-05,6.257436925969278e-05,6.254910220049146e-05,6.260323447859817e-05,6.212775359979935e-05,6.25770938810683e-05,933.6329740044373,6.26069636851242e-05
964,1.6313967421714655e-05,1.6416193187566635e-05,1.6417808977207274e-05,1.643580208540199e-05,1.6515822847165747e-05,1.631277981069057e-05,1.6409454049351873e-05,1.633129326668151e-05,1.6507958537427697e-05,1.649385821454492e-05,1.664778402371986e-05,1.6240511615950004e-05,1.6445781117100732e-05,528.8220142987967,1.6450408995098172e-05
965,2.2313044535027262e-05,2.2037008632289083e-05,2.2443923481896444e-05,2.2455450934320653e-05,2.269277457465424e-05,2.229441958127531e-05,2.249263306466187e-05,2.2398060347054656e-05,2.271380079900644e-05,2.2685713776766476e-05,2.247677566849729e-05,2.2473263203551832e-05,2.296557744862173e-05,9.482844176604883e-06,2.2563062150908756e-05
966,2.255815192644521e-05,2.2514701853101538e-05,2.267930823766534e-05,2.2747894432369875e-05,2.2929040773360915e-05,2.2547615991458714e-05,2.2762347265168413e-05,2.2574934080512602e-05,2.286010789972233e-05,2.283698114757332e-05,2.271412809003588e-05,2.2651981227394283e-05,2.2966655854621683e-05,9.771066440523048e-06,2.284548860156487e-05
967,2.236260587492067e-05,2.2236551358534104e-05,2.248412607206296e-05,2.2514334660714703e-05,2.274027147882644e-05,2.2368958643263333e-05,2.2477282212229184e-05,2.2314881065826464e-05,2.2563140147657064e-05,2.254210654918916e-05,2.25793326995407e-05,2.2199209555299303e-05,2.2559453542194766e-05,9.265747236431416e-06,2.2657573668656168e-05
968,2.1293805321773014e-05,2.1113781966016088e-05,2.1424604282645583e-05,2.144953672645527e-05,2.166497451488173e-05,2.1308390646784763e-05,2.1457633785964324e-05,2.123614295384658e-05,2.1496849761014188e-05,2.1479928442975843e-05,2.1510352252426012e-05,2.1136666110417322e-05,2.1496520276706326e-05,9.276911499520094e-06,2.1592069221043237e-05
969,1.9196393384624562e-05,1.8943904074466194e-05,1.93153110052011e-05,1.9325857458366228e-05,1.953174457853343e-05,1.918840492767202e-05,1.9320778331525856e-05,1.925615450292473e-05,1.953777454191792e-05,1.951558111002148e-05,1.9408391300496777e-05,1.9263928818774336e-05,1.9587281141449538e-05,9.432215061216696e-06,1.943223825757092e-05
970,1.580689021666375e-05,1.5715019953172233e-05,1.591419701541838e-05,1.593685230025119e-05,1.6048926394640903e-05,1.5794648129456908e-05,1.591412950766801e-05,1.5769110534517944e-05,1.5989348682883157e-05,1.5966406174662076e-05,1.6069078911248566e-05,1.5702487698763793e-05,1.5938411271805066e-05,627.0624453032196,1.596192261659999e-05
971,6.1033387952545045e-05,6.0959197942435e-05,6.12153810248878e-05,6.123746771671124e-05,6.144140657029553e-05,6.102152416619018e-05,6.120129573531039e-05,6.10204397589184e-05,6.130977856710429e-05,6.128439317410112e-05,6.134129848810147e-05,6.086206113693551e-05,6.129997222445484e-05,942.2142287282977,6.133166756173439e-05
972,6.132147085138428e-05,6.120798524092117e-05,6.151358575180666e-05,6.153083443189125e-05,6.173077103186868e-05,6.131553561086406e-05,6.14961199594724e-05,6.133490016934785e-05,6.162436695761995e-05,6.159789040107518e-05,6.168726366100382e-05,6.118606292902232e-05,6.162174441775241e-05,466.9298725146854,6.162815666779277e-05
973,7.310861923091229e-06,7.210644280565875e-06,7.364945928968488e-06,7.365279351524437e-06,7.435327805853049e-06,7.311813150319394e-06,7.371035370876918e-06,7.332086962107753e-06,7.438940837250171e-06,7.4266629524441145e-06,7.38670002812293e-06,7.3807168884760196e-06,7.493083937116191e-06,9.22762234604502e-06,7.4234230381149405e-06
974,7.381041581584515e-06,7.3260370337950935e-06,7.451947985633096e-06,7.440226305390931e-06,7.511389070726623e-06,7.38630716026655e-06,7.452705977929826e-06,7.373787748613801e-06,7.472651700512791e-06,7.462515224941737e-06,7.4632986519267325e-06,7.375199791007871e-06,7.491876682042458e-06,9.14297437265912e-06,7.490884890537869e-06
975,6.06697918400632e-05,6.055083851860444e-05,6.086498856890818e-05,6.086871752484127e-05,6.109334421272345e-05,6.066651193806011e-05,6.083510705667131e-05,6.065361116044877e-05,6.093631790112572e-05,6.092053348513015e-05,6.096354350173933e-05,6.050744166857742e-05,6.095551097226748e-05,9.091962657984904e-06,6.098943208322924e-05
976,5.9106036691749695e-05,5.892984873607205e-05,5.930058794572993e-05,5.931860626365137e-05,5.9528122309113544e-05,5.910424472190328e-05,5.9265211989075094e-05,5.9099444852077366e-05,5.937858867093317e-05,5.9360875115694924e-05,5.940000086313226e-05,5.8963318034532586e-05,5.940937594131022e-05,9.109042965823779e-06,5.9426863639152655e-05
977,7.972063897269783e-06,7.811511604171896e-06,8.017528781125953e-06,8.023502823285851e-06,8.118176898292275e-06,7.964004515234304e-06,8.019347094826982e-06,8.00171099934803e-06,8.11228002179518e-06,8.100461187971942e-06,8.0501148639418e-06,7.98944482847522e-06,8.127583149258925e-06,9.207662923375555e-06,8.092118116201386e-06
978,6.976521457740621e-06,7.011063083971383e-06,7.034945595357015e-06,7.042809378974478e-06,7.080914685012151e-06,6.977023913573104e-06,7.033312727076821e-06,6.967129463061277e-06,7.067561188466838e-06,7.0521933886665685e-06,7.089579808453059e-06,6.9499866521594216e-06,7.044412114529133e-06,625.6989103043499,7.055685541611424e-06
979,6.083224425051528e-05,6.087203840737281e-05,6.101467985294248e-05,6.103392940956094e-05,6.123386715502497e-05,6.081809156503858e-05,6.100030453090806e-05,6.082490569734824e-05,6.111373391003722e-05,6.108734001026238e-05,6.115217981304104e-05,6.066646216762189e-05,6.110560132068497e-05,965.8455210234365,6.11273775134861e-05
980,6.109861183908466e-05,6.101681741662713e-05,6.129243968158813e-05,6.13095589974885e-05,6.151256046227124e-05,6.109344002146495e-05,6.127310038025861e-05,6.110760261614874e-05,6.139666485714805e-05,6.136994153612413e-05,6.1458846660257e-05,6.0968410635734634e-05,6.140136388962591e-05,444.66679171434,6.140876259981306e-05
981,1.0671572261046235e-05,1.0500503249663388e-05,1.073768957573587e-05,1.0737417976580582e-05,1.0847438677975574e-05,1.067165089628324e-05,1.075098590822678e-05,1.069642786827367e-05,1.0854411279271654e-05,1.0814075159697722e-05,1.0768208155980451e-05,1.0770934766602128e-05,1.0922309473576018e-05,9.474418004137481e-06,1.0821249318032796e-05
982,1.103301569518227e-05,1.089882017736794e-05,1.1106851716721866e-05,1.111256680267623e-05,1.1220622023793343e-05,1.1045215023280421e-05,1.110825028913991e-05,1.102471678983808e-05,1.115486382251247e-05,1.1141260627984486e-05,1.114394243470161e-05,1.1030870734986244e-05,1.1197710793195469e-05,9.934614981267035e-06,1.1192605970755512e-05
983,6.130641216444279e-05,6.117053888977621e-05,6.14915830735287e-05,6.150932007827001e-05,6.173265512346082e-05,6.130482836316168e-05,6.14723807442219e-05,6.129529589862791e-05,6.15862595169592e-05,6.156181326077153e-05,6.161229521200402e-05,6.114876781284024e-05,6.160089938527183e-05,9.415369944188602e-06,6.162894242700174e-05
984,1.056514369553297e-05,1.0485713312046527e-05,1.0652317755970037e-05,1.063737471157718e-05,1.0745840693045733e-05,1.057458571084176e-05,1.063860840361987e-05,1.0534288767362274e-05,1.0639299070898684e-05,1.0633984904973182e-05,1.0681849498616018e-05,1.0481788204618114e-05,1.0654307355952457e-05,9.427969176714262e-06,1.0714405821959489e-05
985,1.039718188971155e-05,1.0230853509736246e-05,1.0452232217940736e-05,1.0455401846851299e-05,1.057775059427637e-05,1.0388000293717544e-05,1.0447675349688823e-05,1.0422377192153016e-05,1.0540210864950291e-05,1.0520181505370505e-05,1.0510851722343748e-05,1.0400634327816245e-05,1.0569511741993362e-05,9.59619467110135e-06,1.053878965627503e-05
986,5.5897927706860995e-05,5.577309073299677e-05,5.610548106105033e-05,5.6122184561023456e-05,5.632870455682536e-05,5.5891199601528344e-05,5.608352336799897e-05,5.585456212796509e-05,5.6166103567576895e-05,5.613781093702731e-05,5.622896044836819e-05,5.569563847404208e-05,5.61680901948681e-05,714.3896944877264,5.6229713134286994e-05
987,5.239682587609193e-05,5.251078021055727e-05,5.2620144348697404e-05,5.264860665869198e-05,5.2848921837477466e-05,5.238698051778686e-05,5.260388647368566e-05,5.237016657891789e-05,5.270516932503499e-05,5.2683387936811706e-05,5.274543545586816e-05,5.2236186363418186e-05,5.270869402748844e-05,949.5051296415162,5.275116051920764e-05
988,5.358901575011132e-05,5.337613892000373e-05,5.383032688040077e-05,5.384082140209311e-05,5.404061528386405e-05,5.3594493416831274e-05,5.380192096336265e-05,5.365494702190135e-05,5.400019110483713e-05,5.397059956246833e-05,5.405954778215778e-05,5.349975727381879e-05,5.4006836279007657e-05,372.311945878918,5.394988061040669e-05
989,4.872463789580852e-06,4.772995754707773e-06,4.9008500811768355e-06,4.90221496286848e-06,4.960137651641489e-06,4.869380231022434e-06,4.907112082033713e-06,4.885082093509842e-06,4.953303924668186e-06,4.944402919593268e-06,4.898323552155858e-06,4.920510766456098e-06,4.993997897212072e-06,8.837875595714718e-06,4.941948277095774e-06
990,4.974735904755282e-06,4.922151222331704e-06,5.017795888361527e-06,5.01069528494512e-06,5.066183594446397e-06,4.978129872913307e-06,5.01708589023088e-06,4.9688677223502265e-06,5.033165461999222e-06,5.022840729337526e-06,5.020536964406515e-06,4.963082183080414e-06,5.0410987474359955e-06,8.777672696186926e-06,5.047991226094126e-06
991,5.524845329767018e-05,5.5077042623747035e-05,5.5452051101280824e-05,5.544488458095472e-05,5.5684889958643114e-05,5.524765747146397e-05,5.543549888059486e-05,5.5215445263018024e-05,5.550977744646888e-05,5.549092449503169e-05,5.552440984593424e-05,5.5076686851895014e-05,5.554310731945589e-05,8.803891784062425e-06,5.5585975493947545e-05
992,5.406964528870031e-05,5.387236788563602e-05,5.42787252313252e-05,5.4299288575680824e-05,5.4513148650213156e-05,5.407173618608513e-05,5.423123055438422e-05,5.4012203809860153e-05,5.431299252643909e-05,5.428952206151179e-05,5.4311483013939584e-05,5.3876272387566194e-05,5.434890947051586e-05,8.807791115366137e-06,5.4415203791674366e-05
993,3.3281983498730098e-06,3.265630728430889e-06,3.3520923141084087e-06,3.3560096775675095e-06,3.39345884961658e-06,3.3258147203084615e-06,3.3506857127724227e-06,3.3387461071183334e-06,3.3851136060538827e-06,3.377807610967147e-06,3.3501310781715947e-06,3.304425893822402e-06,3.3952415335325926e-06,8.781871256021245e-06,3.380294897170162e-06
