,0,1,10,11,12,13,14,2,3,4,5,6,7,8,9
0,43.950794880674465,-147.777868702679,22.97078219316947,50.576144850185855,50.9590562546858,-13.705791039770673,-12.764149803659025,26.370684525638918,-20.570593417155603,-19.494510701470368,22.068539603351283,-169.15111175177617,29.45684674110594,50.46525850311606,2.0613156635846432
1,50.539497967255635,-156.79124057060838,33.3516171690318,62.15426785116732,62.19838744112904,-21.953492841214395,-16.80463311015949,31.64505161036043,-41.60734236625364,-22.928975717197776,67.36952492741511,-181.91357648412597,33.998462261745,-29.40653277985132,-4.05302823702092
2,47.59365416418912,-176.36293165209185,13.096443515633542,67.3297317533589,66.55371026139423,-5.703445403219372,-20.364552891399445,30.950168359852423,-27.158530267320554,-23.16000415804794,77.22576062995843,-201.56447494509496,34.76535595322136,49.07286490845278,-103.20123098617698
3,42.54184337914424,-171.9102159668813,1.6950760898608657,64.89508650597536,63.624864436275736,2.7464260490174772,-20.997912828973934,28.413800683918986,-21.040909205620615,-20.397753485800447,5.815616710613442,-194.76819236494,32.56004799000151,70.25764633803027,-146.1661288486917
4,44.119906270649324,-161.05680881044765,11.54576932608424,66.60657024245604,65.63854535670932,-6.545729032049666,-20.671255638495747,31.17368814685635,-38.00350489482657,-22.782285344352083,-0.7417570105631821,-185.47876614104874,33.91336497818316,-10.620927393176709,-96.7477281521966
5,53.96493730059555,-155.69424394455112,45.688501788264475,76.3021011610986,76.13343736892803,-32.01479467698863,-21.21418824867266,38.689002375052176,-74.25129136510024,-27.349409010972664,64.54558701347864,-185.57745859569243,39.202961240745694,-167.00816101119298,-2.2734696803751886
6,48.576614224818464,-154.09384644703178,35.8404250080843,66.90436294812245,67.07837785677373,-22.91052827191333,-17.757080052768014,34.24057829356129,-51.25247193831923,-24.483985742343926,65.67527768968039,-180.90148791025595,35.76524078127215,-72.0604389756649,5.280828290661125
7,42.392331837797094,-148.15593569688969,19.31879958800404,52.918776158030795,53.377128915697654,-9.189507591082247,-13.20402659384043,27.422292391401633,-22.633219896431594,-20.14537475174985,37.820666316561876,-170.2427687352846,30.269167551560894,42.30608718155565,4.7165641248588175
8,41.43665082859893,-145.5259648097676,19.273695305146678,50.96199891436962,51.481947452647724,-9.632105698287546,-12.509782160024841,26.505651792661272,-20.622406060361676,-19.525261189139357,26.076640403023138,-166.93292259514075,29.40995622891277,48.27177540210716,5.876772589049671
